model,dataset,vessel_accuracy,vessel_correct,vessel_total,port_accuracy,port_correct,port_total,commodity_accuracy,commodity_correct,commodity_total,incoterm_accuracy,incoterm_correct,incoterm_total,overall_accuracy,overall_correct,overall_total
gliner_finetuned_simcse_email,fewshot_mistral,1.0,494,494,0.998,493,494,0.996,492,494,0.9512,468,492,0.9863,1947,1974
gliner_finetuned_simcse_email,zeroshot_claude,0.958,479,500,0.864,432,500,0.926,463,500,0.6856,301,439,0.8638,1675,1939
gliner_finetuned_simcse_email,zeroshot_deepseek,0.99,493,498,0.9819,489,498,1.0,498,498,0.9799,488,498,0.988,1968,1992
gliner_finetuned_simcse_email,zeroshot_gemini,0.952,436,458,0.869,418,481,0.7983,384,481,0.9377,361,385,0.8859,1599,1805
gliner_finetuned_simcse_email,zeroshot_gpt,0.9659,482,499,0.9319,465,499,0.9419,470,499,0.9754,476,488,0.9537,1893,1985
gliner_finetuned_simcse_email,zeroshot_mistral,0.9083,426,469,0.9979,468,469,0.9808,460,469,0.9286,429,462,0.954,1783,1869
gliner_mlm_frozen,attr_prompting_claude,0.9547,949,994,0.828,823,994,0.9376,932,994,0.6489,645,994,0.8423,3349,3976
gliner_mlm_frozen,attr_prompting_deepseek,0.994,991,997,0.9279,926,998,0.976,974,998,0.7425,741,998,0.91,3632,3991
gliner_mlm_frozen,attr_prompting_gemini,0.9629,960,997,0.812,812,1000,0.924,924,1000,0.742,742,1000,0.8601,3438,3997
gliner_mlm_frozen,attr_prompting_gpt,0.988,988,1000,0.972,972,1000,0.985,985,1000,0.7302,728,997,0.9189,3673,3997
gliner_mlm_frozen,attr_prompting_mistral,0.9838,973,989,0.9767,966,989,1.0,989,989,0.8451,835,988,0.9515,3763,3955
gliner_mlm_frozen,bare_llama_3b_claude,0.9491,597,629,0.9445,936,991,0.8267,725,877,0.8775,401,457,0.9001,2659,2954
gliner_mlm_frozen,bare_llama_3b_deepseek,0.9286,611,658,0.9115,906,994,0.8022,730,910,0.8574,403,470,0.874,2650,3032
gliner_mlm_frozen,bare_llama_3b_gemini,0.9162,612,668,0.8794,875,995,0.7947,743,935,0.8517,425,499,0.8573,2655,3097
gliner_mlm_frozen,bare_llama_3b_gpt,0.9321,631,677,0.9379,936,998,0.8397,744,886,0.8801,433,492,0.8988,2744,3053
gliner_mlm_frozen,bare_llama_3b_mistral,0.9477,580,612,0.9254,905,978,0.8074,717,888,0.8581,399,465,0.8838,2601,2943
gliner_mlm_frozen,bare_llama_8b_claude,0.9397,592,630,0.9426,936,993,0.849,748,881,0.8144,351,431,0.8951,2627,2935
gliner_mlm_frozen,bare_llama_8b_deepseek,0.8674,569,656,0.921,921,1000,0.8114,753,928,0.7795,343,440,0.8552,2586,3024
gliner_mlm_frozen,bare_llama_8b_gemini,0.8687,582,670,0.8936,882,987,0.8023,755,941,0.7747,368,475,0.8418,2587,3073
gliner_mlm_frozen,bare_llama_8b_gpt,0.8947,595,665,0.9308,928,997,0.8386,764,911,0.8169,357,437,0.8784,2644,3010
gliner_mlm_frozen,bare_llama_8b_mistral,0.9138,562,615,0.9214,903,980,0.8356,752,900,0.805,351,436,0.8762,2568,2931
gliner_mlm_frozen,fewshot_claude,1.0,500,500,0.976,488,500,0.986,493,500,0.6419,319,497,0.9014,1800,1997
gliner_mlm_frozen,fewshot_deepseek,1.0,497,497,0.998,496,497,0.998,496,497,0.9456,469,496,0.9854,1958,1987
gliner_mlm_frozen,fewshot_gemini,0.9856,478,485,0.9918,481,485,0.9526,462,485,0.6324,301,476,0.8918,1722,1931
gliner_mlm_frozen,fewshot_gpt,0.994,493,496,0.996,497,499,0.986,492,499,0.7659,314,410,0.9433,1796,1904
gliner_mlm_frozen,fewshot_mistral,1.0,494,494,0.998,493,494,0.996,492,494,0.9104,447,491,0.9762,1926,1973
gliner_mlm_frozen,zeroshot_claude,1.0,500,500,0.826,413,500,0.862,431,500,0.1756,36,205,0.8094,1380,1705
gliner_mlm_frozen,zeroshot_deepseek,0.9859,491,498,0.9819,489,498,1.0,498,498,0.0,0,10,0.9827,1478,1504
gliner_mlm_frozen,zeroshot_gemini,0.9725,424,436,0.8794,423,481,0.79,380,481,0.7987,127,159,0.8696,1354,1557
gliner_mlm_frozen,zeroshot_gpt,0.9737,482,495,0.9659,482,499,0.9559,477,499,0.3913,9,23,0.9565,1450,1516
gliner_mlm_frozen,zeroshot_mistral,0.9638,426,442,1.0,469,469,0.9829,461,469,0.1316,5,38,0.9598,1361,1418
gliner_sbert,attr_prompting_claude,0.9105,905,994,0.8129,808,994,0.8994,894,994,0.2515,250,994,0.7186,2857,3976
gliner_sbert,attr_prompting_deepseek,0.9819,979,997,0.9118,910,998,0.978,976,998,0.5982,597,998,0.8675,3462,3991
gliner_sbert,attr_prompting_gemini,0.9359,935,999,0.774,774,1000,0.931,931,1000,0.422,422,1000,0.7657,3062,3999
gliner_sbert,attr_prompting_gpt,0.981,981,1000,0.96,960,1000,0.967,967,1000,0.5381,537,998,0.8617,3445,3998
gliner_sbert,attr_prompting_mistral,0.9757,965,989,0.9626,952,989,0.996,985,989,0.7065,698,988,0.9102,3600,3955
gliner_sbert,bare_llama_3b_claude,0.953,770,808,0.9465,938,991,0.8024,723,901,0.8766,682,778,0.8951,3113,3478
gliner_sbert,bare_llama_3b_deepseek,0.9303,761,818,0.9155,910,994,0.7754,725,935,0.8769,691,788,0.8733,3087,3535
gliner_sbert,bare_llama_3b_gemini,0.925,765,827,0.8874,883,995,0.7576,722,953,0.8703,698,802,0.8577,3068,3577
gliner_sbert,bare_llama_3b_gpt,0.9421,781,829,0.9439,942,998,0.825,759,920,0.8794,707,804,0.8981,3189,3551
gliner_sbert,bare_llama_3b_mistral,0.9511,739,777,0.9284,908,978,0.777,711,915,0.8698,675,776,0.8802,3033,3446
gliner_sbert,bare_llama_8b_claude,0.935,762,815,0.9496,943,993,0.8207,737,898,0.8482,637,751,0.8907,3079,3457
gliner_sbert,bare_llama_8b_deepseek,0.8798,732,832,0.932,932,1000,0.7833,741,946,0.834,638,765,0.8589,3043,3543
gliner_sbert,bare_llama_8b_gemini,0.8856,743,839,0.9048,893,987,0.7729,735,951,0.8245,639,775,0.8474,3010,3552
gliner_sbert,bare_llama_8b_gpt,0.9069,760,838,0.9378,935,997,0.8193,766,935,0.8506,655,770,0.8802,3116,3540
gliner_sbert,bare_llama_8b_mistral,0.9162,722,788,0.9286,910,980,0.8124,745,917,0.8336,616,739,0.8741,2993,3424
gliner_sbert,fewshot_claude,0.998,499,500,0.974,487,500,0.974,487,500,0.2088,104,498,0.7893,1577,1998
gliner_sbert,fewshot_deepseek,1.0,497,497,0.998,496,497,0.994,494,497,0.744,369,496,0.9341,1856,1987
gliner_sbert,fewshot_gemini,0.9773,474,485,0.9918,481,485,0.967,469,485,0.3792,182,480,0.83,1606,1935
gliner_sbert,fewshot_gpt,0.994,495,498,0.998,498,499,0.9679,483,499,0.6575,286,435,0.9125,1762,1931
gliner_sbert,fewshot_mistral,0.998,493,494,1.0,494,494,0.9899,489,494,0.5906,290,491,0.8951,1766,1973
gliner_sbert,zeroshot_claude,0.994,497,500,0.83,415,500,0.73,365,500,0.5749,257,447,0.7879,1534,1947
gliner_sbert,zeroshot_deepseek,0.99,493,498,0.9819,489,498,1.0,498,498,0.8182,45,55,0.9845,1525,1549
gliner_sbert,zeroshot_gemini,0.9501,419,441,0.8857,426,481,0.7443,358,481,0.8713,325,373,0.8604,1528,1776
gliner_sbert,zeroshot_gpt,0.9698,482,497,0.9639,481,499,0.9118,455,499,0.8867,133,150,0.9429,1551,1645
gliner_sbert,zeroshot_mistral,0.9625,436,453,1.0,469,469,0.9829,461,469,0.7177,89,124,0.9604,1455,1515
gliner_sbert_entity_aware,attr_prompting_claude,0.8783,873,994,0.9356,930,994,0.9759,970,994,0.6348,631,994,0.8561,3404,3976
gliner_sbert_entity_aware,attr_prompting_deepseek,0.9699,968,998,0.977,975,998,0.993,991,998,0.7645,763,998,0.9261,3697,3992
gliner_sbert_entity_aware,attr_prompting_gemini,0.843,843,1000,0.933,933,1000,0.948,948,1000,0.802,802,1000,0.8815,3526,4000
gliner_sbert_entity_aware,attr_prompting_gpt,0.982,982,1000,0.985,985,1000,0.983,983,1000,0.655,655,1000,0.9012,3605,4000
gliner_sbert_entity_aware,attr_prompting_mistral,0.9656,955,989,0.9909,980,989,1.0,989,989,0.7045,696,988,0.9153,3620,3955
gliner_sbert_entity_aware,bare_llama_3b_claude,0.9486,885,933,0.9506,942,991,0.8021,754,940,0.893,826,925,0.8992,3407,3789
gliner_sbert_entity_aware,bare_llama_3b_deepseek,0.924,875,947,0.9185,913,994,0.7657,755,986,0.8875,836,942,0.8734,3379,3869
gliner_sbert_entity_aware,bare_llama_3b_gemini,0.9256,871,941,0.8864,882,995,0.7614,750,985,0.8863,834,941,0.8641,3337,3862
gliner_sbert_entity_aware,bare_llama_3b_gpt,0.9407,904,961,0.9449,943,998,0.8089,779,963,0.8899,849,954,0.8965,3475,3876
gliner_sbert_entity_aware,bare_llama_3b_mistral,0.9477,870,918,0.9315,911,978,0.7715,743,963,0.885,816,922,0.8834,3340,3781
gliner_sbert_entity_aware,bare_llama_8b_claude,0.9163,854,932,0.9476,941,993,0.8124,762,938,0.8832,794,899,0.8907,3351,3762
gliner_sbert_entity_aware,bare_llama_8b_deepseek,0.858,816,951,0.94,940,1000,0.7765,768,989,0.8745,808,924,0.8623,3332,3864
gliner_sbert_entity_aware,bare_llama_8b_gemini,0.8707,815,936,0.9017,890,987,0.7655,751,981,0.8585,795,926,0.8488,3251,3830
gliner_sbert_entity_aware,bare_llama_8b_gpt,0.8807,827,939,0.9328,930,997,0.8113,787,970,0.8835,834,944,0.8774,3378,3850
gliner_sbert_entity_aware,bare_llama_8b_mistral,0.9007,825,916,0.9367,918,980,0.8029,774,964,0.8829,799,905,0.8807,3316,3765
gliner_sbert_entity_aware,fewshot_claude,1.0,500,500,0.996,498,500,0.984,492,500,0.344,172,500,0.831,1662,2000
gliner_sbert_entity_aware,fewshot_deepseek,1.0,497,497,0.998,496,497,0.998,496,497,0.8954,445,497,0.9728,1934,1988
gliner_sbert_entity_aware,fewshot_gemini,0.967,469,485,1.0,485,485,0.9629,467,485,0.6743,325,482,0.9014,1746,1937
gliner_sbert_entity_aware,fewshot_gpt,0.994,496,499,1.0,499,499,0.978,488,499,0.5804,278,479,0.8912,1761,1976
gliner_sbert_entity_aware,fewshot_mistral,0.9939,491,494,1.0,494,494,0.9919,490,494,0.6053,299,494,0.8978,1774,1976
gliner_sbert_entity_aware,zeroshot_claude,0.974,487,500,0.834,417,500,0.88,440,500,0.5026,192,382,0.8162,1536,1882
gliner_sbert_entity_aware,zeroshot_deepseek,0.9398,468,498,0.9819,489,498,1.0,498,498,0.9789,464,474,0.9751,1919,1968
gliner_sbert_entity_aware,zeroshot_gemini,0.9061,415,458,0.9023,434,481,0.79,380,481,0.8618,293,340,0.8648,1522,1760
gliner_sbert_entity_aware,zeroshot_gpt,0.9339,466,499,0.9699,484,499,0.9158,457,499,0.966,369,382,0.9452,1776,1879
gliner_sbert_entity_aware,zeroshot_mistral,0.8038,377,469,1.0,469,469,0.9808,460,469,0.9105,346,380,0.9245,1652,1787
gliner_sbert_finetuned_email,attr_prompting_claude,0.9718,966,994,0.9266,921,994,0.9829,977,994,0.9276,922,994,0.9522,3786,3976
gliner_sbert_finetuned_email,attr_prompting_deepseek,0.996,994,998,0.9659,964,998,0.998,996,998,0.9639,962,998,0.981,3916,3992
gliner_sbert_finetuned_email,attr_prompting_gemini,0.975,975,1000,0.947,947,1000,0.977,977,1000,0.988,988,1000,0.9718,3887,4000
gliner_sbert_finetuned_email,attr_prompting_gpt,0.986,986,1000,0.985,985,1000,0.991,991,1000,0.846,846,1000,0.952,3808,4000
gliner_sbert_finetuned_email,attr_prompting_mistral,0.9818,971,989,0.9869,976,989,1.0,989,989,0.8908,881,989,0.9649,3817,3956
gliner_sbert_finetuned_email,bare_llama_3b_claude,0.95,855,900,0.9062,898,991,0.8341,774,928,0.9564,811,848,0.9103,3338,3667
gliner_sbert_finetuned_email,bare_llama_3b_deepseek,0.9261,840,907,0.831,826,994,0.7973,775,972,0.9467,817,863,0.8721,3258,3736
gliner_sbert_finetuned_email,bare_llama_3b_gemini,0.9267,835,901,0.8302,826,995,0.7869,768,976,0.9356,813,869,0.8666,3242,3741
gliner_sbert_finetuned_email,bare_llama_3b_gpt,0.9409,860,914,0.8838,882,998,0.8449,806,954,0.9489,835,880,0.9031,3383,3746
gliner_sbert_finetuned_email,bare_llama_3b_mistral,0.9453,830,878,0.8599,841,978,0.8135,772,949,0.9492,803,846,0.8891,3246,3651
gliner_sbert_finetuned_email,bare_llama_8b_claude,0.9358,845,903,0.9114,905,993,0.8415,786,934,0.9434,783,830,0.9068,3319,3660
gliner_sbert_finetuned_email,bare_llama_8b_deepseek,0.877,813,927,0.821,821,1000,0.8027,785,978,0.9293,802,863,0.8548,3221,3768
gliner_sbert_finetuned_email,bare_llama_8b_gemini,0.8858,799,902,0.8267,816,987,0.7827,760,971,0.9147,783,856,0.8498,3158,3716
gliner_sbert_finetuned_email,bare_llama_8b_gpt,0.9003,822,913,0.8495,847,997,0.8406,807,960,0.9347,816,873,0.8795,3292,3743
gliner_sbert_finetuned_email,bare_llama_8b_mistral,0.9172,809,882,0.8459,829,980,0.8361,796,952,0.9331,781,837,0.8806,3215,3651
gliner_sbert_finetuned_email,fewshot_claude,0.994,497,500,0.996,498,500,0.98,490,500,0.8514,424,498,0.9555,1909,1998
gliner_sbert_finetuned_email,fewshot_deepseek,1.0,497,497,0.996,495,497,0.998,496,497,0.998,495,496,0.998,1983,1987
gliner_sbert_finetuned_email,fewshot_gemini,0.9814,476,485,0.9897,480,485,0.9897,480,485,0.9237,436,472,0.9715,1872,1927
gliner_sbert_finetuned_email,fewshot_gpt,0.992,495,499,0.998,498,499,0.986,492,499,0.8483,397,468,0.9578,1882,1965
gliner_sbert_finetuned_email,fewshot_mistral,1.0,494,494,0.998,493,494,0.9939,491,494,0.9512,468,492,0.9858,1946,1974
gliner_sbert_finetuned_email,zeroshot_claude,0.962,481,500,0.874,437,500,0.914,457,500,0.6345,243,383,0.8593,1618,1883
gliner_sbert_finetuned_email,zeroshot_deepseek,0.99,493,498,0.9819,489,498,1.0,498,498,0.9798,484,494,0.9879,1964,1988
gliner_sbert_finetuned_email,zeroshot_gemini,0.9555,429,449,0.869,418,481,0.8025,386,481,0.9322,371,398,0.8867,1604,1809
gliner_sbert_finetuned_email,zeroshot_gpt,0.9659,482,499,0.9319,465,499,0.9319,465,499,0.9751,470,482,0.951,1882,1979
gliner_sbert_finetuned_email,zeroshot_mistral,0.9397,436,464,0.9979,468,469,0.9808,460,469,0.9283,427,460,0.9619,1791,1862
gliner_simcse,attr_prompting_claude,0.9225,917,994,0.827,822,994,0.8863,881,994,0.3219,320,994,0.7394,2940,3976
gliner_simcse,attr_prompting_deepseek,0.9839,980,996,0.9269,925,998,0.9689,967,998,0.6513,650,998,0.8827,3522,3990
gliner_simcse,attr_prompting_gemini,0.9339,932,998,0.778,778,1000,0.934,934,1000,0.434,434,1000,0.7699,3078,3998
gliner_simcse,attr_prompting_gpt,0.979,979,1000,0.976,976,1000,0.97,970,1000,0.6042,603,998,0.8824,3528,3998
gliner_simcse,attr_prompting_mistral,0.9778,967,989,0.9818,971,989,1.0,989,989,0.7743,765,988,0.9335,3692,3955
gliner_simcse,bare_llama_3b_claude,0.9539,745,781,0.9485,940,991,0.8281,732,884,0.8793,612,696,0.9036,3029,3352
gliner_simcse,bare_llama_3b_deepseek,0.9309,741,796,0.9185,913,994,0.7998,735,919,0.8678,604,696,0.879,2993,3405
gliner_simcse,bare_llama_3b_gemini,0.9183,719,783,0.8864,882,995,0.7861,746,949,0.8617,617,716,0.8609,2964,3443
gliner_simcse,bare_llama_3b_gpt,0.941,750,797,0.9449,943,998,0.8426,755,896,0.8704,618,710,0.9015,3066,3401
gliner_simcse,bare_llama_3b_mistral,0.9523,718,754,0.9305,910,978,0.8051,727,903,0.8719,606,695,0.8892,2961,3330
gliner_simcse,bare_llama_8b_claude,0.9336,731,783,0.9507,944,993,0.8477,757,893,0.8189,520,635,0.8935,2952,3304
gliner_simcse,bare_llama_8b_deepseek,0.8852,725,819,0.934,934,1000,0.8107,758,935,0.8207,540,658,0.8666,2957,3412
gliner_simcse,bare_llama_8b_gemini,0.8838,715,809,0.9027,891,987,0.7867,745,947,0.7949,531,668,0.8449,2882,3411
gliner_simcse,bare_llama_8b_gpt,0.9044,738,816,0.9338,931,997,0.8472,782,923,0.842,565,671,0.8852,3016,3407
gliner_simcse,bare_llama_8b_mistral,0.9147,708,774,0.9337,915,980,0.8394,763,909,0.8195,522,637,0.8812,2908,3300
gliner_simcse,fewshot_claude,0.998,499,500,0.978,489,500,0.972,486,500,0.1992,99,497,0.7877,1573,1997
gliner_simcse,fewshot_deepseek,1.0,497,497,0.998,496,497,0.996,495,497,0.9052,449,496,0.9748,1937,1987
gliner_simcse,fewshot_gemini,0.9031,438,485,0.9856,478,485,0.9608,466,485,0.4771,229,480,0.8326,1611,1935
gliner_simcse,fewshot_gpt,0.992,493,497,0.998,498,499,0.976,487,499,0.6778,284,419,0.9206,1762,1914
gliner_simcse,fewshot_mistral,0.998,493,494,0.998,493,494,0.9919,490,494,0.7373,362,491,0.9316,1838,1973
gliner_simcse,zeroshot_claude,0.964,482,500,0.838,419,500,0.69,345,500,0.4755,165,347,0.7639,1411,1847
gliner_simcse,zeroshot_deepseek,0.9799,488,498,0.9819,489,498,1.0,498,498,0.4118,7,17,0.9808,1482,1511
gliner_simcse,zeroshot_gemini,0.9155,401,438,0.8815,424,481,0.7672,369,481,0.83,210,253,0.8494,1404,1653
gliner_simcse,zeroshot_gpt,0.9718,482,496,0.9659,482,499,0.9279,463,499,0.7571,53,70,0.9463,1480,1564
gliner_simcse,zeroshot_mistral,0.9672,443,458,1.0,469,469,0.9829,461,469,0.2222,10,45,0.9598,1383,1441
gliner_simcse_entity_aware,attr_prompting_claude,0.8863,881,994,0.9376,932,994,0.9799,974,994,0.6549,651,994,0.8647,3438,3976
gliner_simcse_entity_aware,attr_prompting_deepseek,0.9729,971,998,0.976,974,998,0.992,990,998,0.7866,785,998,0.9319,3720,3992
gliner_simcse_entity_aware,attr_prompting_gemini,0.859,859,1000,0.926,926,1000,0.957,957,1000,0.843,843,1000,0.8962,3585,4000
gliner_simcse_entity_aware,attr_prompting_gpt,0.974,974,1000,0.985,985,1000,0.99,990,1000,0.693,693,1000,0.9105,3642,4000
gliner_simcse_entity_aware,attr_prompting_mistral,0.9646,954,989,0.9899,979,989,1.0,989,989,0.7389,730,988,0.9234,3652,3955
gliner_simcse_entity_aware,bare_llama_3b_claude,0.9468,889,939,0.9506,942,991,0.7972,747,937,0.9083,822,905,0.9014,3400,3772
gliner_simcse_entity_aware,bare_llama_3b_deepseek,0.9232,877,950,0.9155,910,994,0.7649,755,987,0.8974,822,916,0.8744,3364,3847
gliner_simcse_entity_aware,bare_llama_3b_gemini,0.9261,877,947,0.8874,883,995,0.7574,746,985,0.8963,830,926,0.8658,3336,3853
gliner_simcse_entity_aware,bare_llama_3b_gpt,0.94,909,967,0.9439,942,998,0.8087,778,962,0.9079,848,934,0.9005,3477,3861
gliner_simcse_entity_aware,bare_llama_3b_mistral,0.9484,883,931,0.9305,910,978,0.7707,743,964,0.899,810,901,0.8866,3346,3774
gliner_simcse_entity_aware,bare_llama_8b_claude,0.9233,867,939,0.9507,944,993,0.8102,760,938,0.8937,790,884,0.8953,3361,3754
gliner_simcse_entity_aware,bare_llama_8b_deepseek,0.8606,827,961,0.938,938,1000,0.7783,769,988,0.8818,798,905,0.8646,3332,3854
gliner_simcse_entity_aware,bare_llama_8b_gemini,0.8743,828,947,0.9048,893,987,0.7648,748,978,0.8686,800,921,0.8529,3269,3833
gliner_simcse_entity_aware,bare_llama_8b_gpt,0.8841,847,958,0.9378,935,997,0.8118,785,967,0.8961,828,924,0.8827,3395,3846
gliner_simcse_entity_aware,bare_llama_8b_mistral,0.904,838,927,0.9408,922,980,0.806,773,959,0.8878,783,882,0.8847,3316,3748
gliner_simcse_entity_aware,fewshot_claude,1.0,500,500,0.994,497,500,0.978,489,500,0.318,159,500,0.8225,1645,2000
gliner_simcse_entity_aware,fewshot_deepseek,1.0,497,497,0.998,496,497,0.998,496,497,0.9135,454,497,0.9774,1943,1988
gliner_simcse_entity_aware,fewshot_gemini,0.9485,460,485,0.9938,482,485,0.9546,463,485,0.7178,346,482,0.904,1751,1937
gliner_simcse_entity_aware,fewshot_gpt,0.99,494,499,1.0,499,499,0.976,487,499,0.6122,292,477,0.8977,1772,1974
gliner_simcse_entity_aware,fewshot_mistral,0.9939,491,494,1.0,494,494,0.9899,489,494,0.6518,322,494,0.9089,1796,1976
gliner_simcse_entity_aware,zeroshot_claude,0.984,492,500,0.822,411,500,0.894,447,500,0.5117,197,385,0.8207,1547,1885
gliner_simcse_entity_aware,zeroshot_deepseek,0.9398,468,498,0.9819,489,498,1.0,498,498,0.9775,435,445,0.9747,1890,1939
gliner_simcse_entity_aware,zeroshot_gemini,0.8911,409,459,0.8877,427,481,0.7983,384,481,0.8526,295,346,0.8574,1515,1767
gliner_simcse_entity_aware,zeroshot_gpt,0.9479,473,499,0.9699,484,499,0.9158,457,499,0.967,352,364,0.949,1766,1861
gliner_simcse_entity_aware,zeroshot_mistral,0.7889,370,469,1.0,469,469,0.9808,460,469,0.92,391,425,0.9225,1690,1832
