model,dataset,vessel_accuracy,vessel_correct,vessel_total,port_accuracy,port_correct,port_total,commodity_accuracy,commodity_correct,commodity_total,incoterm_accuracy,incoterm_correct,incoterm_total,overall_accuracy,overall_correct,overall_total
gliner_finetuned_email,attr_prompting_gpt,0.992,992,1000,0.987,987,1000,0.991,991,1000,0.851,851,1000,0.9553,3821,4000
gliner_finetuned_email,attr_prompting_mistral,0.9929,982,989,0.9879,977,989,1.0,989,989,0.8918,882,989,0.9681,3830,3956
gliner_finetuned_email,bare_llama_3b_claude,0.9487,851,897,0.9273,919,991,0.8316,780,938,0.9612,842,876,0.9163,3392,3702
gliner_finetuned_email,bare_llama_3b_deepseek,0.9287,847,912,0.8581,853,994,0.8035,785,977,0.9568,841,879,0.8841,3326,3762
gliner_finetuned_email,bare_llama_3b_gemini,0.9308,848,911,0.8482,844,995,0.7895,780,988,0.9473,845,892,0.8761,3317,3786
gliner_finetuned_email,bare_llama_3b_gpt,0.9436,870,922,0.9008,899,998,0.8423,812,964,0.9573,874,913,0.9099,3455,3797
gliner_finetuned_email,bare_llama_3b_mistral,0.9535,841,882,0.8804,861,978,0.8214,791,963,0.9595,830,865,0.901,3323,3688
gliner_finetuned_email,bare_llama_8b_claude,0.9204,833,905,0.9215,915,993,0.8549,801,937,0.9522,816,857,0.9114,3365,3692
gliner_finetuned_email,bare_llama_8b_deepseek,0.8667,800,923,0.842,842,1000,0.8122,796,980,0.9369,831,887,0.8625,3269,3790
gliner_finetuned_email,bare_llama_8b_gemini,0.8854,811,916,0.8349,824,987,0.8084,789,976,0.932,822,882,0.8631,3246,3761
gliner_finetuned_email,bare_llama_8b_gpt,0.8952,837,935,0.8686,866,997,0.8514,825,969,0.9516,866,910,0.8906,3394,3811
gliner_finetuned_email,bare_llama_8b_mistral,0.8995,797,886,0.8612,844,980,0.8438,805,954,0.9486,812,856,0.8863,3258,3676
gliner_finetuned_email,fewshot_claude,0.914,457,500,0.996,498,500,0.982,491,500,0.8597,429,499,0.938,1875,1999
gliner_finetuned_email,fewshot_deepseek,0.4125,205,497,0.996,495,497,1.0,497,497,1.0,496,496,0.852,1693,1987
gliner_finetuned_email,fewshot_gemini,0.7608,369,485,0.9897,480,485,1.0,485,485,0.9244,440,476,0.9187,1774,1931
gliner_finetuned_email,fewshot_gpt,0.6526,325,498,0.998,498,499,0.982,490,499,0.8526,399,468,0.8717,1712,1964
gliner_finetuned_email,fewshot_mistral,0.8421,416,494,0.998,493,494,0.996,492,494,0.9575,473,494,0.9484,1874,1976
gliner_finetuned_email,zeroshot_claude,0.708,354,500,0.89,445,500,0.918,459,500,0.6745,286,424,0.8025,1544,1924
gliner_finetuned_email,zeroshot_deepseek,0.0622,31,498,0.998,497,498,1.0,498,498,0.9918,484,488,0.7619,1510,1982
gliner_finetuned_email,zeroshot_gemini,0.8531,389,456,0.8753,421,481,0.8067,388,481,0.9523,379,398,0.8684,1577,1816
gliner_finetuned_email,zeroshot_gpt,0.4409,220,499,0.9319,465,499,0.9519,475,499,0.9838,486,494,0.8267,1646,1991
gliner_finetuned_email,zeroshot_mistral,0.5684,266,468,0.9979,468,469,0.9808,460,469,0.9339,438,469,0.8704,1632,1875
gliner_finetuned_simcse,attr_prompting_claude,0.8763,871,994,0.9346,929,994,0.9789,973,994,0.668,664,994,0.8644,3437,3976
gliner_finetuned_simcse,attr_prompting_deepseek,0.976,974,998,0.9749,973,998,0.992,990,998,0.7866,785,998,0.9324,3722,3992
gliner_finetuned_simcse,attr_prompting_gemini,0.882,882,1000,0.921,921,1000,0.957,957,1000,0.81,810,1000,0.8925,3570,4000
gliner_finetuned_simcse,attr_prompting_gpt,0.974,974,1000,0.983,983,1000,0.989,989,1000,0.691,691,1000,0.9093,3637,4000
gliner_finetuned_simcse,attr_prompting_mistral,0.9656,955,989,0.9899,979,989,1.0,989,989,0.7429,734,988,0.9247,3657,3955
gliner_finetuned_simcse,bare_llama_3b_claude,0.9436,870,922,0.9516,943,991,0.8114,757,933,0.9096,805,885,0.9046,3375,3731
gliner_finetuned_simcse,bare_llama_3b_deepseek,0.9155,856,935,0.9225,917,994,0.7704,755,980,0.9056,815,900,0.8777,3343,3809
gliner_finetuned_simcse,bare_llama_3b_gemini,0.9225,857,929,0.8905,886,995,0.767,754,983,0.9011,811,900,0.8689,3308,3807
gliner_finetuned_simcse,bare_llama_3b_gpt,0.9353,882,943,0.9449,943,998,0.8208,788,960,0.9154,844,922,0.9043,3457,3823
gliner_finetuned_simcse,bare_llama_3b_mistral,0.9457,853,902,0.9356,915,978,0.7806,747,957,0.9084,803,884,0.8917,3318,3721
gliner_finetuned_simcse,bare_llama_8b_claude,0.8985,832,926,0.9507,944,993,0.8148,761,934,0.8933,770,862,0.8902,3307,3715
gliner_finetuned_simcse,bare_llama_8b_deepseek,0.845,796,942,0.939,939,1000,0.7823,769,983,0.8824,780,884,0.8622,3284,3809
gliner_finetuned_simcse,bare_llama_8b_gemini,0.8652,802,927,0.9048,893,987,0.7829,761,972,0.8697,774,890,0.8554,3230,3776
gliner_finetuned_simcse,bare_llama_8b_gpt,0.8715,821,942,0.9328,930,997,0.824,796,966,0.8991,811,902,0.8821,3358,3807
gliner_finetuned_simcse,bare_llama_8b_mistral,0.8856,805,909,0.9398,921,980,0.8111,773,953,0.8912,770,864,0.8821,3269,3706
gliner_finetuned_simcse,fewshot_claude,0.914,457,500,0.996,498,500,0.976,488,500,0.34,170,500,0.8065,1613,2000
gliner_finetuned_simcse,fewshot_deepseek,0.4125,205,497,0.998,496,497,0.998,496,497,0.9175,456,497,0.8315,1653,1988
gliner_finetuned_simcse,fewshot_gemini,0.7278,353,485,0.9938,482,485,0.9546,463,485,0.7241,349,482,0.8503,1647,1937
gliner_finetuned_simcse,fewshot_gpt,0.6593,329,499,1.0,499,499,0.978,488,499,0.6064,285,470,0.8139,1601,1967
gliner_finetuned_simcse,fewshot_mistral,0.8421,416,494,1.0,494,494,0.9899,489,494,0.6694,330,493,0.8754,1729,1975
gliner_finetuned_simcse,zeroshot_claude,0.71,355,500,0.814,407,500,0.894,447,500,0.321,87,271,0.7318,1296,1771
gliner_finetuned_simcse,zeroshot_deepseek,0.012,6,498,0.9819,489,498,1.0,498,498,0.9738,371,381,0.7275,1364,1875
gliner_finetuned_simcse,zeroshot_gemini,0.7934,361,455,0.8898,428,481,0.7983,384,481,0.837,226,270,0.8293,1399,1687
gliner_finetuned_simcse,zeroshot_gpt,0.4309,215,499,0.9699,484,499,0.9178,458,499,0.9605,292,304,0.8046,1449,1801
gliner_finetuned_simcse,zeroshot_mistral,0.5288,248,469,1.0,469,469,0.9829,461,469,0.9088,339,373,0.8522,1517,1780
gliner_finetuned_simcse_email,attr_prompting_claude,0.9618,956,994,0.9296,924,994,0.9799,974,994,0.9296,924,994,0.9502,3778,3976
gliner_finetuned_simcse_email,attr_prompting_deepseek,0.999,996,997,0.9659,964,998,0.998,996,998,0.9619,960,998,0.9812,3916,3991
gliner_finetuned_simcse_email,attr_prompting_gemini,0.975,975,1000,0.947,947,1000,0.977,977,1000,0.989,989,1000,0.972,3888,4000
gliner_finetuned_simcse_email,attr_prompting_gpt,0.983,983,1000,0.984,984,1000,0.991,991,1000,0.844,844,1000,0.9505,3802,4000
gliner_finetuned_simcse_email,attr_prompting_mistral,0.9818,971,989,0.9869,976,989,0.999,988,989,0.8908,881,989,0.9646,3816,3956
gliner_finetuned_simcse_email,bare_llama_3b_claude,0.941,846,899,0.9041,896,991,0.8414,780,927,0.9579,796,831,0.9095,3318,3648
gliner_finetuned_simcse_email,bare_llama_3b_deepseek,0.9169,839,915,0.838,833,994,0.7986,773,968,0.9468,783,827,0.8715,3228,3704
gliner_finetuned_simcse_email,bare_llama_3b_gemini,0.9179,827,901,0.8261,822,995,0.7908,771,975,0.9402,802,853,0.8652,3222,3724
gliner_finetuned_simcse_email,bare_llama_3b_gpt,0.9337,845,905,0.8868,885,998,0.8409,793,943,0.9477,815,860,0.9007,3338,3706
gliner_finetuned_simcse_email,bare_llama_3b_mistral,0.9395,823,876,0.8599,841,978,0.8112,765,943,0.9524,780,819,0.8874,3209,3616
gliner_finetuned_simcse_email,bare_llama_8b_claude,0.9077,806,888,0.9104,904,993,0.8436,777,921,0.9481,768,810,0.9012,3255,3612
gliner_finetuned_simcse_email,bare_llama_8b_deepseek,0.8562,786,918,0.826,826,1000,0.8006,775,968,0.9313,773,830,0.8504,3160,3716
gliner_finetuned_simcse_email,bare_llama_8b_gemini,0.8722,778,892,0.8267,816,987,0.7956,767,964,0.9228,777,842,0.8516,3138,3685
gliner_finetuned_simcse_email,bare_llama_8b_gpt,0.8858,807,911,0.8506,848,997,0.8382,798,952,0.9421,813,863,0.8772,3266,3723
gliner_finetuned_simcse_email,bare_llama_8b_mistral,0.8925,789,884,0.852,835,980,0.8394,789,940,0.9427,773,820,0.8791,3186,3624
gliner_finetuned_simcse_email,fewshot_claude,0.908,454,500,0.992,496,500,0.98,490,500,0.8497,424,499,0.9325,1864,1999
gliner_finetuned_simcse_email,fewshot_deepseek,0.4125,205,497,0.996,495,497,0.998,496,497,0.998,495,496,0.851,1691,1987
gliner_finetuned_simcse_email,fewshot_gemini,0.7505,364,485,0.9959,483,485,0.9897,480,485,0.9237,436,472,0.9149,1763,1927
gliner_finetuned_simcse_email,fewshot_gpt,0.6573,328,499,0.996,497,499,0.99,494,499,0.8522,398,467,0.8742,1717,1964
gliner_finetuned_simcse_email,fewshot_mistral,0.8462,418,494,0.998,493,494,0.996,492,494,0.9512,468,492,0.9478,1871,1974
gliner_finetuned_simcse_email,zeroshot_claude,0.708,354,500,0.864,432,500,0.926,463,500,0.6856,301,439,0.7994,1550,1939
gliner_finetuned_simcse_email,zeroshot_deepseek,0.0622,31,498,0.9819,489,498,1.0,498,498,0.9799,488,498,0.756,1506,1992
gliner_finetuned_simcse_email,zeroshot_gemini,0.8537,391,458,0.869,418,481,0.7983,384,481,0.9377,361,385,0.8609,1554,1805
gliner_finetuned_simcse_email,zeroshot_gpt,0.4389,219,499,0.9319,465,499,0.9419,470,499,0.9754,476,488,0.8212,1630,1985
gliner_finetuned_simcse_email,zeroshot_mistral,0.565,265,469,0.9979,468,469,0.9808,460,469,0.9286,429,462,0.8678,1622,1869
gliner_mlm_frozen,attr_prompting_claude,0.9537,948,994,0.828,823,994,0.9376,932,994,0.6489,645,994,0.8421,3348,3976
gliner_mlm_frozen,attr_prompting_deepseek,0.994,991,997,0.9279,926,998,0.976,974,998,0.7425,741,998,0.91,3632,3991
gliner_mlm_frozen,attr_prompting_gemini,0.9629,960,997,0.812,812,1000,0.924,924,1000,0.742,742,1000,0.8601,3438,3997
gliner_mlm_frozen,attr_prompting_gpt,0.985,985,1000,0.972,972,1000,0.985,985,1000,0.7302,728,997,0.9182,3670,3997
gliner_mlm_frozen,attr_prompting_mistral,0.9838,973,989,0.9767,966,989,1.0,989,989,0.8451,835,988,0.9515,3763,3955
gliner_mlm_frozen,bare_llama_3b_claude,0.9364,589,629,0.9445,936,991,0.829,727,877,0.8775,401,457,0.8981,2653,2954
gliner_mlm_frozen,bare_llama_3b_deepseek,0.9149,602,658,0.9115,906,994,0.7923,721,910,0.8553,402,470,0.8677,2631,3032
gliner_mlm_frozen,bare_llama_3b_gemini,0.9087,607,668,0.8794,875,995,0.7914,740,935,0.8537,426,499,0.855,2648,3097
gliner_mlm_frozen,bare_llama_3b_gpt,0.9261,627,677,0.9379,936,998,0.8386,743,886,0.878,432,492,0.8968,2738,3053
gliner_mlm_frozen,bare_llama_3b_mistral,0.9412,576,612,0.9254,905,978,0.7984,709,888,0.8602,400,465,0.8801,2590,2943
gliner_mlm_frozen,bare_llama_8b_claude,0.9032,569,630,0.9426,936,993,0.8456,745,881,0.8121,350,431,0.8859,2600,2935
gliner_mlm_frozen,bare_llama_8b_deepseek,0.843,553,656,0.921,921,1000,0.8103,752,928,0.7909,348,440,0.8512,2574,3024
gliner_mlm_frozen,bare_llama_8b_gemini,0.8552,573,670,0.8936,882,987,0.8098,762,941,0.7768,369,475,0.8415,2586,3073
gliner_mlm_frozen,bare_llama_8b_gpt,0.8707,579,665,0.9308,928,997,0.8474,772,911,0.8169,357,437,0.8757,2636,3010
gliner_mlm_frozen,bare_llama_8b_mistral,0.8829,543,615,0.9214,903,980,0.8356,752,900,0.8119,354,436,0.8707,2552,2931
gliner_mlm_frozen,fewshot_claude,0.914,457,500,0.976,488,500,0.986,493,500,0.6419,319,497,0.8798,1757,1997
gliner_mlm_frozen,fewshot_deepseek,0.4125,205,497,0.998,496,497,0.998,496,497,0.9456,469,496,0.8384,1666,1987
gliner_mlm_frozen,fewshot_gemini,0.7505,364,485,0.9918,481,485,0.9526,462,485,0.6324,301,476,0.8327,1608,1931
gliner_mlm_frozen,fewshot_gpt,0.6573,326,496,0.996,497,499,0.986,492,499,0.7659,314,410,0.8556,1629,1904
gliner_mlm_frozen,fewshot_mistral,0.8462,418,494,0.998,493,494,0.996,492,494,0.9104,447,491,0.9377,1850,1973
gliner_mlm_frozen,zeroshot_claude,0.724,362,500,0.826,413,500,0.862,431,500,0.1756,36,205,0.7284,1242,1705
gliner_mlm_frozen,zeroshot_deepseek,0.0582,29,498,0.9819,489,498,1.0,498,498,0.0,0,10,0.6755,1016,1504
gliner_mlm_frozen,zeroshot_gemini,0.8624,376,436,0.8794,423,481,0.79,380,481,0.7987,127,159,0.8388,1306,1557
gliner_mlm_frozen,zeroshot_gpt,0.4424,219,495,0.9659,482,499,0.9559,477,499,0.3913,9,23,0.783,1187,1516
gliner_mlm_frozen,zeroshot_mistral,0.5995,265,442,1.0,469,469,0.9829,461,469,0.1316,5,38,0.8463,1200,1418
gliner_sbert,attr_prompting_claude,0.9095,904,994,0.8129,808,994,0.8994,894,994,0.2515,250,994,0.7183,2856,3976
gliner_sbert,attr_prompting_deepseek,0.9819,979,997,0.9118,910,998,0.978,976,998,0.5982,597,998,0.8675,3462,3991
gliner_sbert,attr_prompting_gemini,0.9359,935,999,0.774,774,1000,0.931,931,1000,0.422,422,1000,0.7657,3062,3999
gliner_sbert,attr_prompting_gpt,0.978,978,1000,0.96,960,1000,0.967,967,1000,0.5381,537,998,0.8609,3442,3998
gliner_sbert,attr_prompting_mistral,0.9757,965,989,0.9626,952,989,0.996,985,989,0.7065,698,988,0.9102,3600,3955
gliner_sbert,bare_llama_3b_claude,0.9431,762,808,0.9465,938,991,0.8047,725,901,0.8766,682,778,0.8933,3107,3478
gliner_sbert,bare_llama_3b_deepseek,0.9205,753,818,0.9155,910,994,0.7722,722,935,0.8769,691,788,0.8702,3076,3535
gliner_sbert,bare_llama_3b_gemini,0.919,760,827,0.8874,883,995,0.7555,720,953,0.8716,699,802,0.856,3062,3577
gliner_sbert,bare_llama_3b_gpt,0.9361,776,829,0.9439,942,998,0.825,759,920,0.8818,709,804,0.8972,3186,3551
gliner_sbert,bare_llama_3b_mistral,0.9459,735,777,0.9284,908,978,0.7749,709,915,0.8711,676,776,0.8787,3028,3446
gliner_sbert,bare_llama_8b_claude,0.908,740,815,0.9496,943,993,0.8196,736,898,0.8482,637,751,0.884,3056,3457
gliner_sbert,bare_llama_8b_deepseek,0.8594,715,832,0.932,932,1000,0.7844,742,946,0.8353,639,765,0.8546,3028,3543
gliner_sbert,bare_llama_8b_gemini,0.8749,734,839,0.9048,893,987,0.7813,743,951,0.8271,641,775,0.8477,3011,3552
gliner_sbert,bare_llama_8b_gpt,0.8866,743,838,0.9378,935,997,0.8203,767,935,0.8494,654,770,0.8754,3099,3540
gliner_sbert,bare_llama_8b_mistral,0.8921,703,788,0.9286,910,980,0.8124,745,917,0.839,620,739,0.8697,2978,3424
gliner_sbert,fewshot_claude,0.912,456,500,0.974,487,500,0.974,487,500,0.2088,104,498,0.7678,1534,1998
gliner_sbert,fewshot_deepseek,0.4125,205,497,0.998,496,497,0.994,494,497,0.744,369,496,0.7871,1564,1987
gliner_sbert,fewshot_gemini,0.7423,360,485,0.9918,481,485,0.967,469,485,0.3792,182,480,0.7711,1492,1935
gliner_sbert,fewshot_gpt,0.6586,328,498,0.998,498,499,0.9679,483,499,0.6575,286,435,0.826,1595,1931
gliner_sbert,fewshot_mistral,0.8441,417,494,1.0,494,494,0.9899,489,494,0.5906,290,491,0.8566,1690,1973
gliner_sbert,zeroshot_claude,0.718,359,500,0.83,415,500,0.73,365,500,0.5749,257,447,0.717,1396,1947
gliner_sbert,zeroshot_deepseek,0.0622,31,498,0.9819,489,498,1.0,498,498,0.8182,45,55,0.6862,1063,1549
gliner_sbert,zeroshot_gemini,0.8413,371,441,0.8857,426,481,0.7443,358,481,0.8713,325,373,0.8333,1480,1776
gliner_sbert,zeroshot_gpt,0.4406,219,497,0.9639,481,499,0.9118,455,499,0.8867,133,150,0.783,1288,1645
gliner_sbert,zeroshot_mistral,0.6071,275,453,1.0,469,469,0.9829,461,469,0.7177,89,124,0.8541,1294,1515
gliner_sbert_entity_aware,attr_prompting_claude,0.8773,872,994,0.9356,930,994,0.9759,970,994,0.6348,631,994,0.8559,3403,3976
gliner_sbert_entity_aware,attr_prompting_deepseek,0.9699,968,998,0.977,975,998,0.993,991,998,0.7645,763,998,0.9261,3697,3992
gliner_sbert_entity_aware,attr_prompting_gemini,0.843,843,1000,0.933,933,1000,0.948,948,1000,0.802,802,1000,0.8815,3526,4000
gliner_sbert_entity_aware,attr_prompting_gpt,0.979,979,1000,0.985,985,1000,0.983,983,1000,0.655,655,1000,0.9005,3602,4000
gliner_sbert_entity_aware,attr_prompting_mistral,0.9656,955,989,0.9909,980,989,1.0,989,989,0.7045,696,988,0.9153,3620,3955
gliner_sbert_entity_aware,bare_llama_3b_claude,0.9389,876,933,0.9506,942,991,0.8043,756,940,0.8919,825,925,0.8971,3399,3789
gliner_sbert_entity_aware,bare_llama_3b_deepseek,0.9166,868,947,0.9185,913,994,0.7606,750,986,0.8864,835,942,0.87,3366,3869
gliner_sbert_entity_aware,bare_llama_3b_gemini,0.9182,864,941,0.8864,882,995,0.7604,749,985,0.8863,834,941,0.862,3329,3862
gliner_sbert_entity_aware,bare_llama_3b_gpt,0.9355,899,961,0.9449,943,998,0.8089,779,963,0.892,851,954,0.8958,3472,3876
gliner_sbert_entity_aware,bare_llama_3b_mistral,0.9434,866,918,0.9315,911,978,0.7664,738,963,0.885,816,922,0.881,3331,3781
gliner_sbert_entity_aware,bare_llama_8b_claude,0.8927,832,932,0.9476,941,993,0.8102,760,938,0.8832,794,899,0.8844,3327,3762
gliner_sbert_entity_aware,bare_llama_8b_deepseek,0.8412,800,951,0.94,940,1000,0.7755,767,989,0.8777,811,924,0.8587,3318,3864
gliner_sbert_entity_aware,bare_llama_8b_gemini,0.86,805,936,0.9017,890,987,0.7727,758,981,0.8607,797,926,0.8486,3250,3830
gliner_sbert_entity_aware,bare_llama_8b_gpt,0.8626,810,939,0.9328,930,997,0.8124,788,970,0.8845,835,944,0.8735,3363,3850
gliner_sbert_entity_aware,bare_llama_8b_mistral,0.8821,808,916,0.9367,918,980,0.805,776,964,0.8873,803,905,0.8778,3305,3765
gliner_sbert_entity_aware,fewshot_claude,0.914,457,500,0.996,498,500,0.984,492,500,0.344,172,500,0.8095,1619,2000
gliner_sbert_entity_aware,fewshot_deepseek,0.4125,205,497,0.998,496,497,0.998,496,497,0.8954,445,497,0.826,1642,1988
gliner_sbert_entity_aware,fewshot_gemini,0.732,355,485,1.0,485,485,0.9629,467,485,0.6743,325,482,0.8425,1632,1937
gliner_sbert_entity_aware,fewshot_gpt,0.6593,329,499,1.0,499,499,0.978,488,499,0.5804,278,479,0.8067,1594,1976
gliner_sbert_entity_aware,fewshot_mistral,0.8421,416,494,1.0,494,494,0.9919,490,494,0.6053,299,494,0.8598,1699,1976
gliner_sbert_entity_aware,zeroshot_claude,0.698,349,500,0.834,417,500,0.88,440,500,0.5026,192,382,0.7428,1398,1882
gliner_sbert_entity_aware,zeroshot_deepseek,0.012,6,498,0.9819,489,498,1.0,498,498,0.9789,464,474,0.7403,1457,1968
gliner_sbert_entity_aware,zeroshot_gemini,0.8013,367,458,0.9023,434,481,0.79,380,481,0.8618,293,340,0.8375,1474,1760
gliner_sbert_entity_aware,zeroshot_gpt,0.4068,203,499,0.9699,484,499,0.9158,457,499,0.966,369,382,0.8052,1513,1879
gliner_sbert_entity_aware,zeroshot_mistral,0.4606,216,469,1.0,469,469,0.9808,460,469,0.9105,346,380,0.8344,1491,1787
gliner_sbert_finetuned_email,attr_prompting_claude,0.9708,965,994,0.9266,921,994,0.9829,977,994,0.9276,922,994,0.952,3785,3976
gliner_sbert_finetuned_email,attr_prompting_deepseek,0.996,994,998,0.9659,964,998,0.998,996,998,0.9639,962,998,0.981,3916,3992
gliner_sbert_finetuned_email,attr_prompting_gemini,0.975,975,1000,0.947,947,1000,0.977,977,1000,0.988,988,1000,0.9718,3887,4000
gliner_sbert_finetuned_email,attr_prompting_gpt,0.983,983,1000,0.985,985,1000,0.991,991,1000,0.846,846,1000,0.9513,3805,4000
gliner_sbert_finetuned_email,attr_prompting_mistral,0.9818,971,989,0.9869,976,989,1.0,989,989,0.8908,881,989,0.9649,3817,3956
gliner_sbert_finetuned_email,bare_llama_3b_claude,0.9411,847,900,0.9062,898,991,0.8341,774,928,0.9552,810,848,0.9078,3329,3667
gliner_sbert_finetuned_email,bare_llama_3b_deepseek,0.9195,834,907,0.831,826,994,0.7953,773,972,0.9455,816,863,0.8696,3249,3736
gliner_sbert_finetuned_email,bare_llama_3b_gemini,0.9223,831,901,0.8302,826,995,0.7818,763,976,0.939,816,869,0.865,3236,3741
gliner_sbert_finetuned_email,bare_llama_3b_gpt,0.9354,855,914,0.8838,882,998,0.8438,805,954,0.9511,837,880,0.902,3379,3746
gliner_sbert_finetuned_email,bare_llama_3b_mistral,0.9419,827,878,0.8599,841,978,0.8124,771,949,0.9504,804,846,0.8882,3243,3651
gliner_sbert_finetuned_email,bare_llama_8b_claude,0.9114,823,903,0.9114,905,993,0.8405,785,934,0.9434,783,830,0.9005,3296,3660
gliner_sbert_finetuned_email,bare_llama_8b_deepseek,0.8587,796,927,0.821,821,1000,0.8037,786,978,0.9282,801,863,0.8503,3204,3768
gliner_sbert_finetuned_email,bare_llama_8b_gemini,0.8758,790,902,0.8267,816,987,0.7878,765,971,0.9171,785,856,0.8493,3156,3716
gliner_sbert_finetuned_email,bare_llama_8b_gpt,0.8828,806,913,0.8495,847,997,0.8417,808,960,0.9359,817,873,0.8758,3278,3743
gliner_sbert_finetuned_email,bare_llama_8b_mistral,0.8968,791,882,0.8459,829,980,0.8351,795,952,0.9379,785,837,0.8765,3200,3651
gliner_sbert_finetuned_email,fewshot_claude,0.908,454,500,0.996,498,500,0.98,490,500,0.8514,424,498,0.9339,1866,1998
gliner_sbert_finetuned_email,fewshot_deepseek,0.4125,205,497,0.996,495,497,0.998,496,497,0.998,495,496,0.851,1691,1987
gliner_sbert_finetuned_email,fewshot_gemini,0.7505,364,485,0.9897,480,485,0.9897,480,485,0.9237,436,472,0.9133,1760,1927
gliner_sbert_finetuned_email,fewshot_gpt,0.6573,328,499,0.998,498,499,0.986,492,499,0.8483,397,468,0.8728,1715,1965
gliner_sbert_finetuned_email,fewshot_mistral,0.8462,418,494,0.998,493,494,0.9939,491,494,0.9512,468,492,0.9473,1870,1974
gliner_sbert_finetuned_email,zeroshot_claude,0.716,358,500,0.874,437,500,0.914,457,500,0.6345,243,383,0.7939,1495,1883
gliner_sbert_finetuned_email,zeroshot_deepseek,0.0622,31,498,0.9819,489,498,1.0,498,498,0.9798,484,494,0.7555,1502,1988
gliner_sbert_finetuned_email,zeroshot_gemini,0.8552,384,449,0.869,418,481,0.8025,386,481,0.9322,371,398,0.8618,1559,1809
gliner_sbert_finetuned_email,zeroshot_gpt,0.4389,219,499,0.9319,465,499,0.9319,465,499,0.9751,470,482,0.8181,1619,1979
gliner_sbert_finetuned_email,zeroshot_mistral,0.5927,275,464,0.9979,468,469,0.9808,460,469,0.9283,427,460,0.8754,1630,1862
gliner_simcse,attr_prompting_claude,0.9215,916,994,0.827,822,994,0.8863,881,994,0.3219,320,994,0.7392,2939,3976
gliner_simcse,attr_prompting_deepseek,0.9839,980,996,0.9269,925,998,0.9689,967,998,0.6513,650,998,0.8827,3522,3990
gliner_simcse,attr_prompting_gemini,0.9339,932,998,0.778,778,1000,0.934,934,1000,0.434,434,1000,0.7699,3078,3998
gliner_simcse,attr_prompting_gpt,0.976,976,1000,0.976,976,1000,0.97,970,1000,0.6042,603,998,0.8817,3525,3998
gliner_simcse,attr_prompting_mistral,0.9778,967,989,0.9818,971,989,1.0,989,989,0.7743,765,988,0.9335,3692,3955
gliner_simcse,bare_llama_3b_claude,0.9437,737,781,0.9485,940,991,0.8303,734,884,0.8793,612,696,0.9018,3023,3352
gliner_simcse,bare_llama_3b_deepseek,0.9209,733,796,0.9185,913,994,0.7943,730,919,0.8678,604,696,0.8752,2980,3405
gliner_simcse,bare_llama_3b_gemini,0.9132,715,783,0.8864,882,995,0.7829,743,949,0.8631,618,716,0.8591,2958,3443
gliner_simcse,bare_llama_3b_gpt,0.9348,745,797,0.9449,943,998,0.8426,755,896,0.8718,619,710,0.9003,3062,3401
gliner_simcse,bare_llama_3b_mistral,0.9469,714,754,0.9305,910,978,0.8051,727,903,0.8748,608,695,0.8886,2959,3330
gliner_simcse,bare_llama_8b_claude,0.9042,708,783,0.9507,944,993,0.8455,755,893,0.8189,520,635,0.8859,2927,3304
gliner_simcse,bare_llama_8b_deepseek,0.8657,709,819,0.934,934,1000,0.8107,758,935,0.8176,538,658,0.8614,2939,3412
gliner_simcse,bare_llama_8b_gemini,0.8727,706,809,0.9027,891,987,0.7951,753,947,0.7964,532,668,0.8449,2882,3411
gliner_simcse,bare_llama_8b_gpt,0.886,723,816,0.9338,931,997,0.8527,787,923,0.839,563,671,0.8817,3004,3407
gliner_simcse,bare_llama_8b_mistral,0.8902,689,774,0.9337,915,980,0.8405,764,909,0.8242,525,637,0.8767,2893,3300
gliner_simcse,fewshot_claude,0.912,456,500,0.978,489,500,0.972,486,500,0.1992,99,497,0.7661,1530,1997
gliner_simcse,fewshot_deepseek,0.4125,205,497,0.998,496,497,0.996,495,497,0.9052,449,496,0.8279,1645,1987
gliner_simcse,fewshot_gemini,0.668,324,485,0.9856,478,485,0.9608,466,485,0.4771,229,480,0.7736,1497,1935
gliner_simcse,fewshot_gpt,0.6559,326,497,0.998,498,499,0.976,487,499,0.6778,284,419,0.8333,1595,1914
gliner_simcse,fewshot_mistral,0.8441,417,494,0.998,493,494,0.9919,490,494,0.7373,362,491,0.8931,1762,1973
gliner_simcse,zeroshot_claude,0.688,344,500,0.838,419,500,0.69,345,500,0.4755,165,347,0.6892,1273,1847
gliner_simcse,zeroshot_deepseek,0.0522,26,498,0.9819,489,498,1.0,498,498,0.4118,7,17,0.675,1020,1511
gliner_simcse,zeroshot_gemini,0.8105,355,438,0.8815,424,481,0.7672,369,481,0.83,210,253,0.8215,1358,1653
gliner_simcse,zeroshot_gpt,0.4415,219,496,0.9659,482,499,0.9279,463,499,0.7571,53,70,0.7781,1217,1564
gliner_simcse,zeroshot_mistral,0.6157,282,458,1.0,469,469,0.9829,461,469,0.2222,10,45,0.848,1222,1441
gliner_simcse_entity_aware,attr_prompting_claude,0.8853,880,994,0.9376,932,994,0.9799,974,994,0.6549,651,994,0.8644,3437,3976
gliner_simcse_entity_aware,attr_prompting_deepseek,0.9729,971,998,0.976,974,998,0.992,990,998,0.7866,785,998,0.9319,3720,3992
gliner_simcse_entity_aware,attr_prompting_gemini,0.859,859,1000,0.926,926,1000,0.957,957,1000,0.843,843,1000,0.8962,3585,4000
