model,dataset,vessel_accuracy,vessel_correct,vessel_total,port_accuracy,port_correct,port_total,commodity_accuracy,commodity_correct,commodity_total,incoterm_accuracy,incoterm_correct,incoterm_total,overall_accuracy,overall_correct,overall_total
gliner_bge_entity_aware,fewshot_mistral,0.8381,414,494,1.0,494,494,0.9858,487,494,0.8016,396,494,0.9064,1791,1976
gliner_bge_entity_aware,zeroshot_claude,0.71,355,500,0.84,420,500,0.888,444,500,0.4703,166,353,0.7474,1385,1853
gliner_bge_entity_aware,zeroshot_deepseek,0.012,6,498,0.9819,489,498,1.0,498,498,0.9793,472,482,0.7414,1465,1976
gliner_bge_entity_aware,zeroshot_gemini,0.8243,380,461,0.9189,442,481,0.79,380,481,0.845,278,329,0.8447,1480,1752
gliner_bge_entity_aware,zeroshot_gpt,0.4088,204,499,0.9699,484,499,0.9178,458,499,0.9671,353,365,0.805,1499,1862
gliner_bge_entity_aware,zeroshot_mistral,0.4414,207,469,1.0,469,469,0.9808,460,469,0.9103,355,390,0.8297,1491,1797
gliner_finetued_sbert,attr_prompting_claude,0.8642,859,994,0.9316,926,994,0.9789,973,994,0.6509,647,994,0.8564,3405,3976
gliner_finetued_sbert,attr_prompting_deepseek,0.9739,971,997,0.977,975,998,0.993,991,998,0.7866,785,998,0.9326,3722,3991
gliner_finetued_sbert,attr_prompting_gemini,0.848,848,1000,0.938,938,1000,0.954,954,1000,0.829,829,1000,0.8922,3569,4000
gliner_finetued_sbert,attr_prompting_gpt,0.975,975,1000,0.984,984,1000,0.984,984,1000,0.672,672,1000,0.9038,3615,4000
gliner_finetued_sbert,attr_prompting_mistral,0.9717,961,989,0.9889,978,989,1.0,989,989,0.7298,721,988,0.9226,3649,3955
gliner_finetued_sbert,bare_llama_3b_claude,0.9413,866,920,0.9506,942,991,0.8177,767,938,0.9054,823,909,0.9042,3398,3758
gliner_finetued_sbert,bare_llama_3b_deepseek,0.9178,860,937,0.9235,918,994,0.7724,760,984,0.9005,833,925,0.8779,3371,3840
gliner_finetued_sbert,bare_llama_3b_gemini,0.9176,858,935,0.8915,887,995,0.7731,760,983,0.8984,831,925,0.8692,3336,3838
gliner_finetued_sbert,bare_llama_3b_gpt,0.9368,890,950,0.9459,944,998,0.8215,787,958,0.9031,848,939,0.9022,3469,3845
gliner_finetued_sbert,bare_llama_3b_mistral,0.9444,849,899,0.9335,913,978,0.7792,748,960,0.9012,812,901,0.8887,3322,3738
gliner_finetued_sbert,bare_llama_8b_claude,0.8936,823,921,0.9496,943,993,0.8218,770,937,0.8912,786,882,0.8899,3322,3733
gliner_finetued_sbert,bare_llama_8b_deepseek,0.8426,792,940,0.935,935,1000,0.7848,777,990,0.8778,790,900,0.8601,3294,3830
gliner_finetued_sbert,bare_llama_8b_gemini,0.8585,789,919,0.9027,891,987,0.7896,773,979,0.8709,796,914,0.8552,3249,3799
gliner_finetued_sbert,bare_llama_8b_gpt,0.8687,807,929,0.9338,931,997,0.8268,802,970,0.8942,828,926,0.8812,3368,3822
gliner_finetued_sbert,bare_llama_8b_mistral,0.8805,796,904,0.9388,920,980,0.8122,783,964,0.8851,786,888,0.8793,3285,3736
gliner_finetued_sbert,fewshot_claude,0.914,457,500,0.996,498,500,0.972,486,500,0.3507,175,499,0.8084,1616,1999
gliner_finetued_sbert,fewshot_deepseek,0.4125,205,497,0.998,496,497,0.998,496,497,0.9215,458,497,0.8325,1655,1988
gliner_finetued_sbert,fewshot_gemini,0.7361,357,485,1.0,485,485,0.9711,471,485,0.7626,363,476,0.8679,1676,1931
gliner_finetued_sbert,fewshot_gpt,0.6573,328,499,1.0,499,499,0.978,488,499,0.6524,304,466,0.8248,1619,1963
gliner_finetued_sbert,fewshot_mistral,0.8401,415,494,1.0,494,494,0.9919,490,494,0.7247,358,494,0.8892,1757,1976
gliner_finetued_sbert,zeroshot_claude,0.7,350,500,0.828,414,500,0.902,451,500,0.3051,83,272,0.7325,1298,1772
gliner_finetued_sbert,zeroshot_deepseek,0.0181,9,498,0.9819,489,498,1.0,498,498,0.9715,341,351,0.7247,1337,1845
gliner_finetued_sbert,zeroshot_gemini,0.7912,360,455,0.896,431,481,0.79,380,481,0.8442,233,276,0.8293,1404,1693
gliner_finetued_sbert,zeroshot_gpt,0.4269,213,499,0.9699,484,499,0.9178,458,499,0.9542,250,262,0.7987,1405,1759
gliner_finetued_sbert,zeroshot_mistral,0.4904,230,469,1.0,469,469,0.9829,461,469,0.8885,271,305,0.8359,1431,1712
gliner_finetuned,attr_prompting_claude,0.8813,876,994,0.9256,920,994,0.9819,976,994,0.6871,683,994,0.869,3455,3976
gliner_finetuned,attr_prompting_deepseek,0.9739,972,998,0.976,974,998,0.998,996,998,0.7916,790,998,0.9349,3732,3992
gliner_finetuned,attr_prompting_gemini,0.894,894,1000,0.963,963,1000,0.965,965,1000,0.829,829,1000,0.9127,3651,4000
gliner_finetuned,attr_prompting_gpt,0.983,983,1000,0.988,988,1000,0.992,992,1000,0.692,692,1000,0.9137,3655,4000
gliner_finetuned,attr_prompting_mistral,0.9858,975,989,0.9869,976,989,1.0,989,989,0.7513,743,989,0.931,3683,3956
gliner_finetuned,bare_llama_3b_claude,0.9426,854,906,0.9617,953,991,0.8316,780,938,0.893,826,925,0.9077,3413,3760
gliner_finetuned,bare_llama_3b_deepseek,0.9251,840,908,0.9527,947,994,0.8,788,985,0.8812,823,934,0.8893,3398,3821
gliner_finetuned,bare_llama_3b_gemini,0.9302,839,902,0.9206,916,995,0.7931,782,986,0.8875,828,933,0.8818,3365,3816
gliner_finetuned,bare_llama_3b_gpt,0.94,877,933,0.9589,957,998,0.8347,803,962,0.895,861,962,0.9074,3498,3855
gliner_finetuned,bare_llama_3b_mistral,0.9579,842,879,0.9509,930,978,0.8119,781,962,0.8851,809,914,0.9006,3362,3733
gliner_finetuned,bare_llama_8b_claude,0.9056,835,922,0.9617,955,993,0.8489,798,940,0.8915,805,903,0.9029,3393,3758
gliner_finetuned,bare_llama_8b_deepseek,0.8513,796,935,0.957,957,1000,0.8101,802,990,0.8761,806,920,0.8741,3361,3845
gliner_finetuned,bare_llama_8b_gemini,0.8712,812,932,0.9281,916,987,0.8087,795,983,0.8634,784,908,0.868,3307,3810
gliner_finetuned,bare_llama_8b_gpt,0.8695,813,935,0.9458,943,997,0.8419,820,974,0.8888,831,935,0.887,3407,3841
gliner_finetuned,bare_llama_8b_mistral,0.8889,800,900,0.9531,934,980,0.8415,812,965,0.881,785,891,0.8916,3331,3736
gliner_finetuned,fewshot_claude,0.914,457,500,0.992,496,500,0.986,493,500,0.3755,187,498,0.8173,1633,1998
gliner_finetuned,fewshot_deepseek,0.4125,205,497,0.998,496,497,1.0,497,497,0.9376,466,497,0.837,1664,1988
gliner_finetuned,fewshot_gemini,0.7402,359,485,1.0,485,485,0.9876,479,485,0.7375,354,480,0.8667,1677,1935
gliner_finetuned,fewshot_gpt,0.6593,329,499,1.0,499,499,0.982,490,499,0.6934,346,499,0.8337,1664,1996
gliner_finetuned,fewshot_mistral,0.8381,414,494,1.0,494,494,0.9939,491,494,0.7874,389,494,0.9049,1788,1976
gliner_finetuned,zeroshot_claude,0.716,358,500,0.862,431,500,0.904,452,500,0.1594,33,207,0.7463,1274,1707
gliner_finetuned,zeroshot_deepseek,0.0141,7,498,0.998,497,498,1.0,498,498,0.9916,472,476,0.7482,1474,1970
gliner_finetuned,zeroshot_gemini,0.823,386,469,0.9085,437,481,0.8067,388,481,0.8423,187,222,0.8457,1398,1653
gliner_finetuned,zeroshot_gpt,0.4168,208,499,0.9699,484,499,0.9459,472,499,0.9801,444,453,0.8246,1608,1950
gliner_finetuned,zeroshot_mistral,0.4274,200,468,1.0,469,469,0.9829,461,469,0.9248,406,439,0.8325,1536,1845
gliner_finetuned_bge,attr_prompting_claude,0.8722,867,994,0.9336,928,994,0.9688,963,994,0.6801,676,994,0.8637,3434,3976
gliner_finetuned_bge,attr_prompting_deepseek,0.9779,975,997,0.9729,971,998,0.981,979,998,0.8086,807,998,0.9351,3732,3991
gliner_finetuned_bge,attr_prompting_gemini,0.851,851,1000,0.919,919,1000,0.936,936,1000,0.839,839,1000,0.8862,3545,4000
gliner_finetuned_bge,attr_prompting_gpt,0.977,977,1000,0.982,982,1000,0.974,974,1000,0.707,707,1000,0.91,3640,4000
gliner_finetuned_bge,attr_prompting_mistral,0.9646,954,989,0.9879,977,989,1.0,989,989,0.7551,746,988,0.9269,3666,3955
gliner_finetuned_bge,bare_llama_3b_claude,0.9411,878,933,0.9516,943,991,0.8084,755,934,0.9222,830,900,0.9063,3406,3758
gliner_finetuned_bge,bare_llama_3b_deepseek,0.9189,873,950,0.9215,916,994,0.7721,759,983,0.9118,837,918,0.8804,3385,3845
gliner_finetuned_bge,bare_llama_3b_gemini,0.9206,869,944,0.8894,885,995,0.766,753,983,0.9101,830,912,0.8704,3337,3834
gliner_finetuned_bge,bare_llama_3b_gpt,0.9365,899,960,0.9439,942,998,0.8192,784,957,0.9223,855,927,0.9058,3480,3842
gliner_finetuned_bge,bare_llama_3b_mistral,0.9469,874,923,0.9305,910,978,0.7785,745,957,0.9135,824,902,0.8918,3353,3760
gliner_finetuned_bge,bare_llama_8b_claude,0.8985,841,936,0.9527,946,993,0.8137,760,934,0.9006,788,875,0.8922,3335,3738
gliner_finetuned_bge,bare_llama_8b_deepseek,0.844,806,955,0.939,939,1000,0.7839,769,981,0.8899,800,899,0.8641,3314,3835
gliner_finetuned_bge,bare_llama_8b_gemini,0.8659,807,932,0.9027,891,987,0.7831,762,973,0.8773,794,905,0.857,3254,3797
gliner_finetuned_bge,bare_llama_8b_gpt,0.8705,820,942,0.9388,936,997,0.8247,795,964,0.9054,823,909,0.8851,3374,3812
gliner_finetuned_bge,bare_llama_8b_mistral,0.8868,815,919,0.9398,921,980,0.8101,772,953,0.9044,804,889,0.8853,3312,3741
gliner_finetuned_bge,fewshot_claude,0.912,456,500,0.996,498,500,0.97,485,500,0.4,200,500,0.8195,1639,2000
gliner_finetuned_bge,fewshot_deepseek,0.4125,205,497,0.998,496,497,0.998,496,497,0.9577,476,497,0.8415,1673,1988
gliner_finetuned_bge,fewshot_gemini,0.7402,359,485,1.0,485,485,0.9546,463,485,0.7803,373,478,0.8691,1680,1933
gliner_finetuned_bge,fewshot_gpt,0.6573,328,499,1.0,499,499,0.976,487,499,0.7442,352,473,0.8457,1666,1970
gliner_finetuned_bge,fewshot_mistral,0.8421,416,494,1.0,494,494,0.9858,487,494,0.832,411,494,0.915,1808,1976
gliner_finetuned_bge,zeroshot_claude,0.72,360,500,0.85,425,500,0.908,454,500,0.3285,91,277,0.7485,1330,1777
gliner_finetuned_bge,zeroshot_deepseek,0.0161,8,498,0.9819,489,498,1.0,498,498,0.9761,408,418,0.7338,1403,1912
gliner_finetuned_bge,zeroshot_gemini,0.8523,381,447,0.9148,440,481,0.79,380,481,0.8374,242,289,0.8498,1443,1698
gliner_finetuned_bge,zeroshot_gpt,0.4128,206,499,0.9699,484,499,0.9198,459,499,0.9634,316,328,0.8027,1465,1825
gliner_finetuned_bge,zeroshot_mistral,0.4648,218,469,1.0,469,469,0.9829,461,469,0.903,326,361,0.8337,1474,1768
gliner_finetuned_bge_email,attr_prompting_claude,0.9688,963,994,0.9276,922,994,0.9799,974,994,0.9286,923,994,0.9512,3782,3976
gliner_finetuned_bge_email,attr_prompting_deepseek,0.997,994,997,0.9629,961,998,0.997,995,998,0.9629,961,998,0.98,3911,3991
gliner_finetuned_bge_email,attr_prompting_gemini,0.976,976,1000,0.947,947,1000,0.964,964,1000,0.982,982,1000,0.9673,3869,4000
gliner_finetuned_bge_email,attr_prompting_gpt,0.982,982,1000,0.985,985,1000,0.991,991,1000,0.847,847,1000,0.9513,3805,4000
gliner_finetuned_bge_email,attr_prompting_mistral,0.9818,971,989,0.9869,976,989,1.0,989,989,0.8918,882,989,0.9651,3818,3956
gliner_finetuned_bge_email,bare_llama_3b_claude,0.9446,835,884,0.9082,900,991,0.8435,776,920,0.9605,803,836,0.9127,3314,3631
gliner_finetuned_bge_email,bare_llama_3b_deepseek,0.9202,819,890,0.829,824,994,0.7994,769,962,0.9485,792,835,0.8704,3204,3681
gliner_finetuned_bge_email,bare_llama_3b_gemini,0.9201,818,889,0.8271,823,995,0.7912,769,972,0.9376,796,849,0.8653,3206,3705
gliner_finetuned_bge_email,bare_llama_3b_gpt,0.9329,834,894,0.8798,878,998,0.8479,797,940,0.948,821,866,0.9005,3330,3698
gliner_finetuned_bge_email,bare_llama_3b_mistral,0.9419,810,860,0.8599,841,978,0.8146,769,944,0.9553,790,827,0.8894,3210,3609
gliner_finetuned_bge_email,bare_llama_8b_claude,0.9082,791,871,0.9124,906,993,0.8422,774,919,0.9474,774,817,0.9014,3245,3600
gliner_finetuned_bge_email,bare_llama_8b_deepseek,0.8573,769,897,0.829,829,1000,0.8008,772,964,0.9306,791,850,0.8518,3161,3711
gliner_finetuned_bge_email,bare_llama_8b_gemini,0.872,763,875,0.8257,815,987,0.7985,769,963,0.922,780,846,0.8518,3127,3671
gliner_finetuned_bge_email,bare_llama_8b_gpt,0.8837,790,894,0.8536,851,997,0.8393,794,946,0.9425,819,869,0.878,3254,3706
gliner_finetuned_bge_email,bare_llama_8b_mistral,0.8952,769,859,0.85,833,980,0.8349,784,939,0.9422,783,831,0.8781,3169,3609
gliner_finetuned_bge_email,fewshot_claude,0.908,454,500,0.994,497,500,0.982,491,500,0.8517,425,499,0.934,1867,1999
gliner_finetuned_bge_email,fewshot_deepseek,0.4125,205,497,0.996,495,497,0.998,496,497,0.996,494,496,0.8505,1690,1987
gliner_finetuned_bge_email,fewshot_gemini,0.7505,364,485,0.9897,480,485,0.9814,476,485,0.9237,436,472,0.9113,1756,1927
gliner_finetuned_bge_email,fewshot_gpt,0.6573,328,499,0.998,498,499,0.988,493,499,0.8522,398,467,0.8742,1717,1964
gliner_finetuned_bge_email,fewshot_mistral,0.8401,415,494,0.998,493,494,0.9939,491,494,0.9512,468,492,0.9458,1867,1974
gliner_finetuned_bge_email,zeroshot_claude,0.712,356,500,0.876,438,500,0.924,462,500,0.6598,258,391,0.8006,1514,1891
gliner_finetuned_bge_email,zeroshot_deepseek,0.0622,31,498,0.9819,489,498,1.0,498,498,0.9796,479,489,0.7549,1497,1983
gliner_finetuned_bge_email,zeroshot_gemini,0.8529,377,442,0.8628,415,481,0.8025,386,481,0.9395,373,397,0.8612,1551,1801
gliner_finetuned_bge_email,zeroshot_gpt,0.4369,218,499,0.9319,465,499,0.9359,467,499,0.9754,476,488,0.8191,1626,1985
gliner_finetuned_bge_email,zeroshot_mistral,0.597,277,464,0.9979,468,469,0.9829,461,469,0.9278,424,457,0.8768,1630,1859
gliner_finetuned_email,attr_prompting_claude,0.9799,974,994,0.9336,928,994,0.9809,975,994,0.9215,916,994,0.954,3793,3976
gliner_finetuned_email,attr_prompting_deepseek,0.997,995,998,0.9609,959,998,0.998,996,998,0.9589,957,998,0.9787,3907,3992
gliner_finetuned_email,attr_prompting_gemini,0.994,994,1000,0.967,967,1000,0.973,973,1000,0.988,988,1000,0.9805,3922,4000
