Country,LOCODE,Name,NameWithoutDiacritics,Subdivision,Function,IATA,Latitude,Longitude
CN,CN BZG,Bozhong,Bozhong,TJ,1-----7-,,38.45,118.43333333333334
CN,CN BHE,Buhe,Buhe,HB,1-------,,,
CN,CN GSA,Cangshan,Cangshan,SD,1-3-----,,34.85,118.05
CN,CN CGW,Cangwu,Cangwu,GX,1-3-----,,23.483333333333334,111.31666666666666
CN,CN CFD,Caofeidian Pt,Caofeidian Pt,HE,1-------,,38.95,118.53333333333333
CN,CN CJG,Caojing,Caojing,SH,1-3-----,,30.783333333333335,121.4
CN,CN CDH,Changdianhekou,Changdianhekou,LN,1-------,,40.416666666666664,124.8
CN,CN CAH,Changhua,Changhua,HI,1-------,,,
CN,CN CGJ,Changjing,Changjing,JS,1-------,,,
CN,CN CSH,Changsha,Changsha,HN,12-45---,,28.2,112.98333333333333
CN,CN CSJ,Changshou,Changshou,JS,1-------,,,
CN,CN CSO,Changshou,Changshou,CQ,1-------,,,
CN,CN CGS,Changshu Pt,Changshu Pt,JS,1-------,,31.65,120.71666666666667
CN,CN CZX,Changzhou,Changzhou,JS,1234----,,31.783333333333335,119.96666666666667
CN,CN CHU,Chaohu,Chaohu,AH,123-----,,31.6,117.85
CN,CN CHY,Chaoyang Pt,Chaoyang Pt,GD,1-------,,23.266666666666666,116.6
CN,CN COZ,Chaozhou,Chaozhou,GD,123-----,,23.666666666666668,116.63333333333334
CN,CN CBG,Chen Barag,Chen Barag,NM,1-------,,,
CN,CN CUN,Chencun,Chencun,GD,1-3-----,,22.95,113.23333333333333
CN,CN CHE,Chengaogang,Chengaogang,FJ,1-------,,,
CN,CN CNG,Chengde,Chengde,HE,123-----,,40.96666666666667,117.93333333333334
CN,CN CJI,Chengjiang,Chengjiang,JS,1-------,,,
CN,CN CLJ,Chenglingji Pt,Chenglingji Pt,HN,1-------,,29.433333333333334,113.15
CN,CN CHX,Chengxi,Chengxi,SH,1-------,,31.916666666666668,120.23333333333333
CN,CN CIG,Chenjiagang,Chenjiagang,JS,1-------,,,
CN,CN CBI,Chibi,Chibi,HB,1-------,,,
CN,CN CWN,Chiwan Pt,Chiwan Pt,GD,1-------,,22.483333333333334,113.88333333333334
CN,CN CHI,Chizhou,Chizhou,AH,123-----,,30.65,117.46666666666667
CN,CN CGM,Chongming,Chongming,SH,1-------,,31.633333333333333,121.4
CN,CN CQI,Chongqing,Chongqing,CQ,12-45---,,29.583333333333332,106.55
CN,CN CHQ,Chongqing Pt,Chongqing Pt,CQ,1-------,,,
CN,CN QZC,Chongwu,Chongwu,FJ,1-------,,,
CN,CN CGZ,Chongzuo,Chongzuo,GX,1-------,,,
CN,CN CHS,Chuanshan,Chuanshan,ZJ,1-------,,,
CN,CN CUM,Chumen,Chumen,ZJ,1-3-----,,,
CN,CN CHZ,Chuzhou,Chuzhou,AH,123-----,,32.31666666666667,118.28333333333333
CN,CN CIV,Civet / Guandong,Civet / Guandong,GD,1----6--,,22.266666666666666,113.06666666666666
CN,CN CIX,Cixi,Cixi,ZJ,1-3--6--,,30.166666666666668,121.23333333333333
CN,CN CJA,Congjiang,Congjiang,GZ,1-------,,,
CN,CN DCB,DA CHAN BAY,DA CHAN BAY,GD,1----6--,,22.533333333333335,113.86666666666666
CN,CN DAN,Daan,Daan,JL,1-------,,43.95,129.85
CN,CN DDD,Dadeng I.,Dadeng I.,FJ,1-------,,24.533333333333335,118.31666666666666
CN,CN DIZ,Dadingzi,Dadingzi,HL,1-------,,,
CN,CN DDK,Dadukou,Dadukou,AH,1-------,,,
CN,CN DFG,Dafeng,Dafeng,JS,123-----,,33.18333333333333,120.46666666666667
CN,CN DAA,Dagang,Dagang,JS,1-3-----,,,
CN,CN DHP,Dahuangpu,Dahuangpu,GD,1-------,,,
CN,CN DJI,Dajing,Dajing,ZJ,1-------,,,
CN,CN DAL,Dalian,Dalian,LN,12-45---,,38.916666666666664,121.6
CN,CN DAG,Dalian Pt,Dalian Pt,LN,1-------,,,
CN,CN DLD,Dalu Island,Dalu Island,LN,1-------,,39.733333333333334,123.71666666666667
CN,CN DMY,Damaiyu,Damaiyu,ZJ,1-------,,28.083333333333332,121.15
CN,CN DDG,Dandong,Dandong,LN,1234----,,,
CN,CN DDZ,Dandong,Dandong,LN,123----B,,40.13333333333333,124.36666666666666
CN,CN FZL,Dantou,Dantou,FJ,1-------,,,
CN,CN DNT,Dantu,Dantu,JS,1-------,,,
CN,CN DZM,Danzhimatou,Danzhimatou,LN,1-------,,,
CN,CN DHU,Danzhou,Danzhou,GX,123--6--,,25.366666666666667,109.43333333333334
CN,CN DJO,Daojiao,Daojiao,GD,1-3-----,,,
CN,CN DPG,Dapeng,Dapeng,GD,1-3-----,,22.6,114.5
CN,CN DQD,Daqindao,Daqindao,SD,1-------,,,
CN,CN DSA,Dasha,Dasha,HB,1-------,,,
CN,CN DAS,Dashihuagang,Dashihuagang,21,1-------,,38.9,121.6
CN,CN DSO,Dasong,Dasong,ZJ,1-------,,,
CN,CN DTZ,Dataizi,Dataizi,LN,1-------,,,
CN,CN DWN,Dawan,Dawan,SD,1-------,,,
CN,CN DAX,Daxie Pt,Daxie Pt,ZJ,1-------,,29.883333333333333,121.95
CN,CN DXU,Daxu,Daxu,GX,1-------,,,
CN,CN DYW,Dayaowan,Dayaowan,LN,1-------,,,
CN,CN DAY,Dayawan,Dayawan,GD,1-------,,22.666666666666668,114.66666666666667
CN,CN DYI,Dayi,Dayi,JS,1-------,,,
CN,CN DEF,Defeng,Defeng,GZ,1-3-----,,26.216666666666665,109.11666666666666
CN,CN DEZ,Dezhou,Dezhou,SD,1-3-----,,37.43333333333333,116.28333333333333
CN,CN DDP,Didu,Didu,GD,1-------,,,
CN,CN DIA,Digang,Digang,AH,1-------,,,
CN,CN DBG,Dongbang,Dongbang,JS,1-------,,,
CN,CN DDW,Dongdaiwan,Dongdaiwan,FJ,1-------,,26.233333333333334,119.61666666666666
CN,CN DFA,Dongfang,Dongfang,HI,123-----,,19.05,108.93333333333334
CN,CN DFN,Dongfeng,Dongfeng,SD,12------,,,
CN,CN DGN,Donggang,Donggang,TJ,1-------,,39.88333333333333,124.13333333333334
CN,CN DGU,Donggu,Donggu,FJ,1-------,,,
CN,CN DGG,Dongguan,Dongguan,GD,123-----,,23.033333333333335,113.75
CN,CN DNG,Donghai,Donghai,GD,1-3--6--,,22.95,115.63333333333334
CN,CN DJA,Dongjiakou,Dongjiakou,SD,1-3-----,,35.6,119.76666666666667
CN,CN DJG,Dongjiang Port Area,Dongjiang Port Area,TJ,1-------,,,
CN,CN DJK,Dongjiangkou,Dongjiangkou,GD,12------,,35.583333333333336,119.78333333333333
CN,CN DJT,Dongjiaotou Pt,Dongjiaotou Pt,GD,1-------,,20.333333333333332,110.41666666666667
CN,CN DOP,Donglian Port,Donglian Port,GD,1-------,,23.25,115.01666666666667
CN,CN DLI,Dongliu,Dongliu,AH,1-------,,,
CN,CN DGP,Dongping,Dongping,GD,1-------,,21.716666666666665,112.21666666666667
CN,CN DSN,Dongshan Pt,Dongshan Pt,FJ,1-------,,,
CN,CN DSI,Dongshi,Dongshi,42,1-------,,,
CN,CN DSH,Dongshi,Dongshi,FJ,1-------,,24.666666666666668,118.46666666666667
CN,CN DSB,Dongsunba,Dongsunba,CQ,1-------,,,
CN,CN DOX,Dongxing,Dongxing,GX,1-3----B,,21.483333333333334,107.98333333333333
CN,CN DYN,Dongying,Dongying,SD,123-----,,37.416666666666664,118.68333333333334
CN,CN DOZ,Dongzhang,Dongzhang,JS,1-------,,,
CN,CN DHD,Douhudi,Douhudi,HB,1-------,,,
CN,CN DOU,Doumen Pt,Doumen Pt,GD,1-------,,22.2,113.28333333333333
CN,CN DCG,Ducheng,Ducheng,HB,1-------,,,
CN,CN ECG,Echeng,Echeng,HB,1-------,,,
CN,CN EBA,Erba,Erba,AH,1-------,,,
CN,CN EGN,Ergun,Ergun,NM,1-3--6--,,,
CN,CN ETK,Ertaokou,Ertaokou,HB,1-------,,,
CN,CN EZH,Ezhou,Ezhou,HB,123-----,,30.4,114.81666666666666
CN,CN FAN,Fangcheng Pt,Fangcheng Pt,GX,1-------,,21.766666666666666,108.35
CN,CN FCH,Fengcheng,Fengcheng,SD,1-------,,36.7,121.23333333333333
CN,CN FDU,Fengdu,Fengdu,CQ,1-------,,,
CN,CN FEH,Fenghua,Fenghua,ZJ,12------,,29.65,121.4
CN,CN FJE,Fengjie,Fengjie,CQ,1-------,,,
CN,CN FKI,Fengkai,Fengkai,GD,1-3-----,,23.05,112.45
CN,CN FRT,Foshan New Pt,Foshan New Pt,GD,1-------,,,
CN,CN FUC,Fucheng,Fucheng,GD,1-------,,,
CN,CN FAG,Fugang,Fugang,GD,1-------,,,
CN,CN FUJ,Fujin,Fujin,HL,1-------,,47.25,132.03333333333333
CN,CN FLG,Fuling,Fuling,CQ,1-3-----,,29.7,107.33333333333333
CN,CN FSA,Fushan,Fushan,JS,1-------,,,
CN,CN FSI,Fusui,Fusui,GX,1-------,,,
CN,CN FWN,Fuwan,Fuwan,GD,1-------,,,
CN,CN FXG,Fuxing,Fuxing,AH,1-------,,,
CN,CN FNG,Fuyong,Fuyong,GD,1-3-----,,22.65,113.78333333333333
CN,CN FUY,Fuyuan,Fuyuan,HL,1-------,,48.35,134.3
CN,CN ZZU,Fuzhou,Fuzhou,FJ,123-----,,24.516666666666666,117.65
CN,CN FZH,Fuzhou,Fuzhou,FJ,1--45---,,26.083333333333332,119.3
CN,CN FZG,Fuzhou Pt,Fuzhou Pt,FJ,1-------,,,
CN,CN FZX,Fuzhouxingang,Fuzhouxingang,FJ,1-------,,,
CN,CN GUL,Gangluan,Gangluan,SD,1-------,,,
CN,CN GAO,Gaogang,Gaogang,JS,1-------,,32.3,119.85
CN,CN GLN,Gaolan,Gaolan,GS,123-----,,36.31666666666667,103.93333333333334
CN,CN GON,Gaolan,Gaolan,GD,1-3-----,,21.916666666666668,113.25
CN,CN GLG,Gaoleng,Gaoleng,HL,1-------,,,
CN,CN GOM,Gaoming Pt,Gaoming Pt,GD,1-------,,22.883333333333333,112.83333333333333
CN,CN GSH,Gaosha,Gaosha,GD,1-------,,,
CN,CN GDI,Gedian,Gedian,HB,1-------,,,
CN,CN GGN,Gongan,Gongan,HB,1-------,,,
CN,CN GGU,Gongguan,Gongguan,GX,1-------,,,
CN,CN GGK,Gongkou,Gongkou,FJ,1-------,,23.633333333333333,117.23333333333333
CN,CN GOG,Gongming,Gongming,GD,1-3-----,,22.783333333333335,113.86666666666666
CN,CN TSG,Gongyi,Gongyi,GD,1-------,,22.25,112.8
CN,CN GBG,Guanbu Pt,Guanbu Pt,GD,1-------,,,
CN,CN GCH,Guancheng,Guancheng,GD,1-------,,,
CN,CN GNA,Guang'ao,Guang'ao,GD,1-3-----,,23.233333333333334,116.76666666666667
CN,CN GBT,Guangbaotong,Guangbaotong,GD,1-------,,,
CN,CN GUT,Guangdong Terminal,Guangdong Terminal,GD,1-------,,22.566666666666666,114.43333333333334
CN,CN GHI,Guanghai Pt,Guanghai Pt,GD,1-------,,21.966666666666665,112.8
CN,CN GLI,Guangli,Guangli,GD,1-------,,,
CN,CN GNI,Guangning,Guangning,LN,1-------,,,
CN,CN GNG,Guangning,Guangning,GD,1-------,,,
CN,CN GGZ,Guangzhou,Guangzhou,GD,12345---,,23.133333333333333,113.23333333333333
CN,CN GZG,Guangzhou Pt,Guangzhou Pt,GD,1-------,,23.133333333333333,113.23333333333333
CN,CN GZC,Guangzhouchuanchang,Guangzhouchuanchang,GD,1-------,,,
CN,CN GYO,Guanyao,Guanyao,HB,1-------,,,
CN,CN GUG,Guigang,Guigang,GX,1-------,,23.1,109.6
CN,CN GUI,Guilin,Guilin,GX,123-----,,25.266666666666666,110.28333333333333
CN,CN GPG,Guiping,Guiping,GX,1-------,,,
CN,CN GIS,Guishan,Guishan,GD,1-------,,22.133333333333333,113.81666666666666
CN,CN GZE,Guzhen,Guzhen,GD,1-3--6--,,22.6,113.16666666666667
CN,CN XWH,Haian,Haian,GD,1-------,,,
CN,CN XMH,"Haicang, Xiamen","Haicang, Xiamen",FJ,1----6--,,,
CN,CN HDN,Haidian,Haidian,HI,1-------,,,
CN,CN HGN,Haigeng,Haigeng,AH,1-------,,,
CN,CN HKO,Haikou,Haikou,HI,1--45---,,20.033333333333335,110.33333333333333
CN,CN HXG,Haikou New Pt,Haikou New Pt,HI,1-------,,20.25,108.83333333333333
CN,CN HIG,Haikou Pt,Haikou Pt,HI,1-------,,20.033333333333335,110.16666666666667
CN,CN HME,Haimen,Haimen,ZJ,1-------,,28.666666666666668,121.43333333333334
CN,CN CYH,Haimen,Haimen,GD,1-------,,,
CN,CN HIM,Haimiao,Haimiao,SD,1-------,,,
CN,CN HHT,Haitian Terminal/ Xiamen,Haitian Terminal/ Xiamen,FJ,1-3--6--,,27.1,120.3
CN,CN HTO,Haitou,Haitou,JS,1-------,,,
CN,CN HXE,Haoxue,Haoxue,HB,1-------,,,
CN,CN HRN,Harbin,Harbin,HL,12-45---,,45.733333333333334,126.6
CN,CN HBG,Harbin Pt,Harbin Pt,HL,1-------,,,
CN,CN HEB,Hebei,Hebei,HE,1-3-----,,39.88333333333333,115.28333333333333
CN,CN HEK,Heihe,Heihe,HL,1-----7-,,50.233333333333334,127.48333333333333
CN,CN HST,Heishantou,Heishantou,NM,1-------,,50.2,119.38333333333334
CN,CN XHH,Hekou,Hekou,GD,1-------,,,
CN,CN HLW,Heliwei,Heliwei,GD,1-------,,,
CN,CN ENP,Hengban,Hengban,GD,1-------,,22.2,112.31666666666666
CN,CN HNI,Hengli,Hengli,GD,1-3--6--,,23.166666666666668,114.61666666666666
CN,CN HXA,Hengxian,Hengxian,GX,1-------,,,
CN,CN HAS,Heshan,Heshan,GX,12------,,,
CN,CN HSN,Heshan Pt,Heshan Pt,GD,1-------,,22.766666666666666,112.95
CN,CN HTG,Hetang,Hetang,GD,1-------,,22.65,113.13333333333334
CN,CN HOD,Hongdu,Hongdu,GX,1-------,,,
CN,CN HGG,Hongguang Pt,Hongguang Pt,ZJ,1-------,,,
CN,CN BLX,Honghai Pt,Honghai Pt,GD,1-------,,23.166666666666668,114.26666666666667
CN,CN HOH,Honghu,Honghu,HB,1-------,,,
CN,CN HGA,Honghua,Honghua,HB,1-------,,,
CN,CN HOQ,Hongqi,Hongqi,GD,1-------,,,
CN,CN HOU,Houjie,Houjie,GD,1-3-----,,22.933333333333334,113.63333333333334
CN,CN HZU,Houzhu,Houzhu,FJ,1-3--6--,,24.883333333333333,118.66666666666667
CN,CN HCN,Huachuan,Huachuan,HL,1-------,,47.016666666666666,130.7
CN,CN HDG,Huadu Pt,Huadu Pt,GD,1-------,,,
CN,CN HIJ,Huaiji,Huaiji,GD,1-3-----,,23.05,112.45
CN,CN HLI,Huailai,Huailai,HE,123-----,,40.36666666666667,115.5
CN,CN AIN,Huaiyin,Huaiyin,JS,1-3--6--,,33.63333333333333,119.01666666666667
CN,CN HNH,Huanghua,Huanghua,ZJ,1-------,,,
CN,CN HUH,Huanghua Pt,Huanghua Pt,HE,1-------,,38.35,117.35
CN,CN HGJ,Huangjiang,Huangjiang,GX,1-3-----,,25.1,107.33333333333333
CN,CN HJI,Huangjiang,Huangjiang,GD,1-------,,,
CN,CN WCH,Huangpo,Huangpo,GD,1-------,,,
CN,CN HUN,Huangpu New Port,Huangpu New Port,GD,1-------,,23.083333333333332,113.5
CN,CN HUA,Huangpu Pt,Huangpu Pt,GD,1-------,,,
CN,CN HAQ,Huangqi/Nanhai,Huangqi/Nanhai,GD,1-------,,,
CN,CN HSK,Huangsangkou,Huangsangkou,HB,1-------,,,
CN,CN HSI,Huangshi Pt,Huangshi Pt,HB,1-------,,30.2,115.1
CN,CN ANG,Huangxian,Huangxian,33,1----6--,,29.55,121.56666666666666
CN,CN HYN,Huangyan,Huangyan,ZJ,1-34-6--,,28.633333333333333,121.25
CN,CN HZO,Huangzhou,Huangzhou,HB,1-------,,,
CN,CN HNS,Huanshi,Huanshi,HB,1-------,,,
CN,CN HUS,Huashi,Huashi,JS,1-------,,,
CN,CN HUY,Huayang,Huayang,AH,1-------,,,
CN,CN HUE,Huchen,Huchen,ZJ,1-------,,,
CN,CN UIA,"Hui'an,Quanzhou","Hui'an,Quanzhou",FJ,123--6--,,25.033333333333335,118.93333333333334
CN,CN HID,Huidong Pt,Huidong Pt,GD,1-------,,22.983333333333334,114.7
CN,CN HIK,Huikou,Huikou,AH,1-------,,,
CN,CN HUI,Huizhou,Huizhou,GD,123-----,,23.083333333333332,114.36666666666666
CN,CN HKU,Hukou,Hukou,JX,1-------,,,
CN,CN HLE,Hulan Ergi,Hulan Ergi,HL,1-------,,,
CN,CN HUL,Hulin,Hulin,HL,1------B,,45.78333333333333,132.95
CN,CN HUD,Huludao,Huludao,LN,1234----,,40.75,120.85
CN,CN HUM,Huma,Huma,HL,1-------,,51.7,126.65
CN,CN HMN,Humen Pt,Humen Pt,GD,1-------,,22.833333333333332,113.66666666666667
CN,CN HUP,Huo Pt,Huo Pt,AH,1-------,,,
CN,CN HZH,Huzhou,Huzhou,ZJ,123-----,,30.866666666666667,120.1
CN,CN JMS,Jiamusi Pt,Jiamusi Pt,HL,1-------,,,
CN,CN JBI,Jianbi,Jianbi,JS,1-------,,,
CN,CN JAA,Jiang'an,Jiang'an,SC,1-------,,,
CN,CN JCH,Jiangcheng,Jiangcheng,GD,1-------,,,
CN,CN JCN,Jiangchuan,Jiangchuan,YN,1-------,,,
CN,CN JGJ,Jiangjin,Jiangjin,CQ,1-------,,,
CN,CN FKJ,Jiangkou,Jiangkou,GD,1-------,,23.45,111.5
CN,CN JKO,Jiangkou,Jiangkou,HB,1-------,,,
CN,CN JMN,Jiangmen,Jiangmen,GD,123-----,,22.583333333333332,113.06666666666666
CN,CN JIP,Jiangping,Jiangping,GX,1-3-----,,,
CN,CN JPU,Jiangpu,Jiangpu,JS,1-------,,,
CN,CN JIS,Jiangshan Pt,Jiangshan Pt,GX,1-------,,21.633333333333333,108.26666666666667
CN,CN JGY,Jiangyin,Jiangyin,FJ,1-3-----,,25.466666666666665,119.3
CN,CN JIA,Jiangyin Pt,Jiangyin Pt,JS,1-------,,31.9,120.28333333333333
CN,CN JLI,Jianli,Jianli,HB,1-------,,,
CN,CN JTO,Jiantiao,Jiantiao,ZJ,1-------,,,
CN,CN JXN,Jiao Xin,Jiao Xin,GD,1-3-----,,,
CN,CN JOK,Jiaokou,Jiaokou,GD,1-------,,,
CN,CN JSG,Jiaoshan Pt,Jiaoshan Pt,ZJ,1-------,,,
CN,CN JAX,Jiaxing,Jiaxing,ZJ,1-------,,30.766666666666666,120.75
CN,CN JAY,Jiayin,Jiayin,HL,1-------,,48.86666666666667,130.36666666666667
CN,CN JIZ,Jiazi,Jiazi,GD,1-------,,22.866666666666667,116.05
CN,CN JES,Jieshi,Jieshi,GD,1-------,,,
CN,CN JMY,Jimiya,Jimiya,SD,1-------,,,
CN,CN JMU,Jimusi,Jimusi,HL,1234----,,,
CN,CN DMJ,Jingan,Jingan,GD,1-------,,,
CN,CN HLJ,Jinghai,Jinghai,GD,1-------,,23.033333333333335,116.3
CN,CN JOG,Jinghong,Jinghong,YN,1-------,,22.016666666666666,100.8
CN,CN JIJ,Jingjiang,Jingjiang,JS,123-----,,32.03333333333333,120.28333333333333
CN,CN JTG,Jingtang Pt,Jingtang Pt,HE,1-------,,,
CN,CN JGU,Jinguzhou,Jinguzhou,GD,1-3-----,,22.516666666666666,113.01666666666667
CN,CN JZK,Jingzhou Pt,Jingzhou Pt,HB,1-------,,30.3,112.26666666666667
CN,CN JNH,Jinhaian,Jinhaian,GD,1-------,,,
CN,CN JHK,Jinhekou,Jinhekou,AH,1-------,,,
CN,CN PTJ,Jinjing,Jinjing,FJ,1-------,,25.5,119.78333333333333
CN,CN JNL,Jinli,Jinli,GD,1-------,,,
CN,CN JPI,Jinpai,Jinpai,HI,1-------,,,
CN,CN JNZ,Jinzhou Pt,Jinzhou Pt,LN,1-------,,41.11666666666667,121.15
CN,CN JIU,Jiujiang,Jiujiang,JX,1234----,,29.716666666666665,115.96666666666667
CN,CN JUJ,Jiujiang,Jiujiang,GD,1-------,,22.833333333333332,113.0
CN,CN JUL,Jiuli,Jiuli,JS,1-------,,,
CN,CN JLP,Jiulongpo Pt,Jiulongpo Pt,CQ,1-------,,,
CN,CN JUZ,Jiuzhen,Jiuzhen,FJ,1-------,,24.033333333333335,117.7
CN,CN JZU,Jiuzhou Pt,Jiuzhou Pt,GD,1-------,,,
CN,CN JRG,Jurong,Jurong,JS,1-34----,,31.916666666666668,119.16666666666667
CN,CN KFG,Kaifeng,Kaifeng,HA,123-----,,34.78333333333333,114.33333333333333
CN,CN KZG,Kangzhou Pt,Kangzhou Pt,GD,1-------,,,
CN,CN KMN,Kanmen,Kanmen,ZJ,1-------,,,
CN,CN CSL,Laiwu,Laiwu,GD,1-------,,,
CN,CN LZO,Laizhou Pt,Laizhou Pt,SD,1-------,,37.166666666666664,119.95
CN,CN LSN,Lanshan Pt,Lanshan Pt,SD,1-------,,35.06666666666667,119.36666666666666
CN,CN LNS,Lanshi,Lanshi,GD,1-------,,,
CN,CN LXI,Lanxi,Lanxi,ZJ,123-----,,29.2,119.46666666666667
CN,CN LDK,Laodukou,Laodukou,HB,1-------,,,
CN,CN LAL,Laolong,Laolong,GD,1-------,,,
CN,CN LXH,Laoxiahe,Laoxiahe,AH,1-------,,,
CN,CN LTP,Letianxi Pt,Letianxi Pt,HB,1-------,,,
CN,CN LIH,Lianhuashan Pt,Lianhuashan Pt,GD,1-------,,23.016666666666666,115.26666666666667
CN,CN LYG,Lianyungang,Lianyungang,JS,1-------,,34.71666666666667,119.43333333333334
CN,CN LIZ,Lianzhou,Lianzhou,GD,1-3-----,,24.766666666666666,112.35
CN,CN LID,Lidao,Lidao,SD,1-------,,,
CN,CN LIJ,Lijiang,Lijiang,SD,1-------,,,
CN,CN LLI,Liling,Liling,HN,123-----,,27.666666666666668,113.48333333333333
CN,CN LNH,Linhai,Linhai,ZJ,1-3--6--,,28.85,121.11666666666666
CN,CN TNC,Lintao,Lintao,GS,1-------,,,
CN,CN LUI,Lisui,Lisui,BJ,1-3-----,,40.06666666666667,116.75
CN,CN LUD,Liudu,Liudu,GD,1-------,,23.066666666666666,112.0
CN,CN LJP,Liujia Pt,Liujia Pt,HB,1-------,,,
CN,CN LJD,Liujiadu,Liujiadu,AH,1-------,,,
CN,CN LJN,Liujing,Liujing,GX,1-------,,,
CN,CN LKP,Liukou Pt,Liukou Pt,HB,1-------,,,
CN,CN LZL,Liusha,Liusha,GD,1-------,,20.9,110.06666666666666
CN,CN XML,Liuwudian,Liuwudian,FJ,1-------,,,
CN,CN LIU,Liuyang,Liuyang,HN,1-------,,,
CN,CN LZH,Liuzhou,Liuzhou,GX,123-----,,23.316666666666666,109.4
CN,CN LZP,Liuzuo Pt,Liuzuo Pt,HB,1-------,,,
CN,CN LYP,Liying Pt,Liying Pt,HB,1-------,,,
CN,CN LGA,Long'an,Long'an,GX,1-------,,,
CN,CN LGU,Longguan,Longguan,HE,1-3-----,,40.766666666666666,115.56666666666666
CN,CN LGI,Longhai,Longhai,HN,1-3-----,,26.466666666666665,113.26666666666667
CN,CN LKU,Longkou Pt,Longkou Pt,SD,1-------,,37.65,120.35
CN,CN LMN,Longmen,Longmen,GX,1-------,,,
CN,CN LPP,Longping Pt,Longping Pt,HB,1-------,,,
CN,CN LGW,Longwu,Longwu,SH,1-------,,,
CN,CN LGY,Longyan Pt,Longyan Pt,SD,1-------,,37.43333333333333,122.63333333333334
CN,CN LOZ,Longzhou,Longzhou,GX,1-------,,,
CN,CN LUN,Lu'an,Lu'an,AH,1-3-----,,31.733333333333334,116.48333333333333
CN,CN LJK,Luanjiakou,Luanjiakou,SD,1-------,,,
CN,CN UBU,Lubu,Lubu,GD,1-------,,,
CN,CN LCP,Lucheng Pt,Lucheng Pt,HB,1-------,,,
CN,CN LFN,Lufeng,Lufeng,GD,1-3-----,,22.95,115.63333333333334
CN,CN LNN,Lunan,Lunan,AH,1-------,,,
CN,CN LUB,Luobei,Luobei,HL,1-------,,47.56666666666667,130.81666666666666
CN,CN LOH,Luohuang,Luohuang,CQ,1-------,,,
CN,CN LJT,Luojingtan,Luojingtan,HB,1-------,,,
CN,CN LQI,Luoqi,Luoqi,CQ,1-------,,,
CN,CN LSH,Lushun New Pt,Lushun New Pt,LN,1-------,,38.68333333333333,121.18333333333334
CN,CN LUS,Lusi,Lusi,JS,1-------,,32.05,121.61666666666666
CN,CN LXP,Luxikou Pt,Luxikou Pt,HB,1-------,,,
CN,CN LZI,Luzhai,Luzhai,GX,1-------,,,
CN,CN LUZ,Luzhou,Luzhou,SC,1-------,,28.9,105.4
CN,CN LUH,Lü-hua Shan,Lu-hua Shan,ZJ,1-------,,30.816666666666666,122.61666666666666
CN,CN MAA,Ma'anshan,Ma'anshan,AH,123-----,,31.716666666666665,118.46666666666667
CN,CN MBI,Mabian Island,Mabian Island,GD,1-------,,23.116666666666667,115.08333333333333
CN,CN MAC,Macun,Macun,HI,1-------,,19.95,110.01666666666667
CN,CN SHM,Mafang,Mafang,GD,1-------,,23.35,112.68333333333334
CN,CN MJS,Maji Shan,Maji Shan,ZJ,1-------,,30.666666666666668,122.4
CN,CN MJD,Majiadian,Majiadian,HB,1-------,,,
CN,CN MAJ,Majistan/Zhoushan,Majistan/Zhoushan,ZJ,1-------,,30.016666666666666,122.1
CN,CN MOG,Maogang,Maogang,GD,1-3-----,,23.05,112.73333333333333
CN,CN MLG,Maoling,Maoling,GX,1-------,,,
CN,CN MPP,Maoping Pt,Maoping Pt,HB,1-------,,,
CN,CN MSP,Maoshan Pt,Maoshan Pt,HB,1-------,,,
CN,CN MTZ,Matouzhen,Matouzhen,JX,1-------,,,
CN,CN MWN,Mawan Pt,Mawan Pt,GD,1-------,,22.45,113.88333333333334
CN,CN MAW,Mawei Pt,Mawei Pt,FJ,1-------,,25.983333333333334,119.45
CN,CN MAY,Mayong,Mayong,GD,1-------,,,
CN,CN MIO,Meiao,Meiao,ZJ,1-------,,,
CN,CN MGG,Meigeng,Meigeng,AH,1-------,,,
CN,CN MLI,Meilin,Meilin,FJ,1-------,,,
CN,CN MSA,Meisha Pt,Meisha Pt,GD,1-------,,24.7,117.06666666666666
CN,CN MSN,Meishan,Meishan,ZJ,1-------,,,
CN,CN MSG,Meishan Pt,Meishan Pt,ZJ,1-------,,,
CN,CN MZW,Meizhouwan,Meizhouwan,FJ,1-------,,,
CN,CN MOT,Miaotou,Miaotou,GD,1-------,,,
CN,CN MHG,Minxing,Minxing,SH,1-3--6--,,,
CN,CN MIY,Miyun,Miyun,11,1----6--,,40.36666666666667,116.83333333333333
CN,CN MOH,Mohe,Mohe,HL,1-------,,53.016666666666666,122.45
CN,CN LPG,Mouping,Mouping,SD,1-------,,,
CN,CN MYM,Moupingyangmadao,Moupingyangmadao,SD,1-------,,,
CN,CN MZU,Muzhou,Muzhou,GD,1-------,,,
CN,CN GYN,Nanan,Nanan,GD,1-------,,,
CN,CN NAN,Nanao Pt,Nanao Pt,GD,1-------,,23.433333333333334,117.68333333333334
CN,CN NAD,Nandu,Nandu,GX,1-------,,,
CN,CN NAH,Nanhai Pt,Nanhai Pt,GD,1-------,,23.016666666666666,113.15
CN,CN NJK,Nanjiangkou,Nanjiangkou,GD,1-------,,23.116666666666667,111.8
CN,CN NJI,Nanjing,Nanjing,JS,1--45---,,32.05,118.76666666666667
CN,CN NJG,Nanjing Pt,Nanjing Pt,JS,1-------,,,
CN,CN NIN,Nanning,Nanning,GX,1-345---,,22.8,108.31666666666666
