Country,LOCODE,Name,NameWithoutDiacritics,Subdivision,Function,IATA,Latitude,Longitude
AE,AE AUH,Abu Dhabi,Abu Dhabi,AZ,1-345---,,24.466666666666665,54.36666666666667
AE,AE AMU,Abu Musa,Abu Musa,,1-------,,25.866666666666667,55.016666666666666
AE,AE ABU,Abu al Bukhoosh,Abu al Bukhoosh,,1-------,,25.483333333333334,53.13333333333333
AE,AE ARP,Ahmed Bin Rashid Port,Ahmed Bin Rashid Port,AZ,1-------,,25.533333333333335,55.55
AE,AE AJM,Ajman,Ajman,,1-3-----,QAJ,,
AE,AE FJR,Al Fujayrah,Al Fujayrah,FU,1--4----,,25.116666666666667,56.333333333333336
AE,AE JAZ,Al Jazeera Port,Al Jazeera Port,RK,1-------,,25.716666666666665,55.8
AE,AE AJP,Al Jeer Port,Al Jeer Port,RK,1-3-----,,26.033333333333335,56.05
AE,AE RUW,Ar Ruways,Ar Ruways,,1-------,,24.116666666666667,52.733333333333334
AE,AE DAS,Das Island,Das Island,,1-------,,,
AE,AE DBP,Dibba,Dibba,SH,1-3-----,,25.616666666666667,56.266666666666666
AE,AE DXB,Dubai,Dubai,DU,1-345---,,25.25,55.266666666666666
AE,AE END,Esnnad,Esnnad,AZ,1-------,,24.316666666666666,54.45
AE,AE FAT,Fateh Terminal,Fateh Terminal,,1-------,,,
AE,AE FRP,Free Port,Free Port,DU,1-------,,25.25,55.25
AE,AE HZP,Hamriya Free Zone Port,Hamriya Free Zone Port,DU,1-------,,25.3,55.31666666666667
AE,AE HSN,Hassyan,Hassyan,DU,1-3-----,,24.9,54.9
AE,AE HTL,Hulaylah Terminal,Hulaylah Terminal,,1-------,,25.983333333333334,55.93333333333333
AE,AE JEA,Jebel Ali,Jebel Ali,,1-------,,,
AE,AE QWE,Jebel Ali Free Zone,Jebel Ali Free Zone,DU,1-3-----,,25.0,55.05
AE,AE JED,Jebel Dhanna,Jebel Dhanna,,1-------,,,
AE,AE KLB,Kalba,Kalba,,1-3-----,,25.066666666666666,56.35
AE,AE KLF,Khor al Fakkan,Khor al Fakkan,,1-------,,25.333333333333332,56.35
AE,AE MKH,Mina Khalid,Mina Khalid,SH,1-3-----,,25.35,55.36666666666667
AE,AE KHL,Mina Khalifa/Abu Dhabi,Mina Khalifa/Abu Dhabi,,1-------,,24.833333333333332,54.666666666666664
AE,AE MRP,Mina Rashid Port,Mina Rashid Port,AZ,1-------,,25.266666666666666,55.28333333333333
AE,AE MSA,Mina Saqr,Mina Saqr,RK,1-------,,25.966666666666665,56.06666666666667
AE,AE MZD,Mina Zayed/Abu Dhabi,Mina Zayed/Abu Dhabi,AZ,1-------,,24.516666666666666,54.36666666666667
AE,AE RFA,Mirfa,Mirfa,AZ,1----6--,,25.466666666666665,53.483333333333334
AE,AE MUB,Mubarek Terminal,Mubarek Terminal,,1-------,,,
AE,AE MBS,Mubarras Island,Mubarras Island,,1-------,,24.583333333333332,53.31666666666667
AE,AE AMF,Musaffah,Musaffah,AZ,1-3-----,,24.383333333333333,54.483333333333334
AE,AE PRA,Port Rashid,Port Rashid,,1-------,,,
AE,AE RKP,Rak Khor Port,Rak Khor Port,RK,1-------,,25.816666666666666,55.95
AE,AE RMC,Rak Maritime City,Rak Maritime City,RK,1-------,,25.95,56.05
AE,AE RKT,Ras al Khaimah,Ras al Khaimah,,1--4----,,25.783333333333335,55.95
AE,AE RWP,Ruwais Port,Ruwais Port,AZ,1-------,,24.1,52.71666666666667
AE,AE SID,Sadiyat Island,Sadiyat Island,,1-------,,24.533333333333335,54.4
AE,AE SHJ,Sharjah,Sharjah,SH,1-34----,,25.35,55.38333333333333
AE,AE DUJ,The Palm Jumeirah,The Palm Jumeirah,DU,1-------,,,
AE,AE ULR,Umm Al Nar,Umm Al Nar,,1-------,,24.433333333333334,54.5
AE,AE QIW,Umm al Quwain,Umm al Quwain,,1--4----,,25.583333333333332,55.583333333333336
AE,AE YAS,Yas Island,Yas Island,AZ,1-------,,24.316666666666666,52.6
AE,AE ZUR,Zirku Island,Zirku Island,AZ,1-------,,24.883333333333333,53.06666666666667
AF,AF DHD,Dehdadi,Dehdadi,BAL,1----6--,,36.65,66.98333333333333
AF,AF QLT,Qalat,Qalat,,1-3-----,,32.1,66.88333333333334
AF,AF RKH,Torkham,Torkham,NAN,1-------,,34.88333333333333,71.91666666666667
AG,AG ANU,Antigua,Antigua,,1---5---,,,
AG,AG BBQ,Barbuda,Barbuda,,1-------,,,
AG,AG FAM,Falmouth,Falmouth,,1----6--,,17.016666666666666,-61.78333333333333
AG,AG PHM,Parham,Parham,,1----6--,,17.083333333333332,-61.75
AG,AG SJO,Saint John's,Saint John's,,1-------,,17.116666666666667,-61.85
AI,AI BLP,Blowing Point,Blowing Point,,1-------,,,
AI,AI MBB,Meads Bay Beach,Meads Bay Beach,,1-------,,18.166666666666668,-63.13333333333333
AI,AI SOM,Sombrero,Sombrero,,1-------,,18.6,-63.46666666666667
AI,AI FOR,The Forest,The Forest,,1-------,,,
AI,AI ROA,The Road,The Road,,1-------,,,
AI,AI WLL,Wall Blake,Wall Blake,,1--4----,,,
AL,AL BUT,Butrint,Butrint,SR,1-------,,39.75,20.016666666666666
AL,AL DRZ,Durrës,Durres,,1-------,,,
AL,AL HMR,Himare,Himare,SR,1-------,,40.13333333333333,19.716666666666665
AL,AL ROM,Romano Port,Romano Port,02,1-3-----,,41.36666666666667,19.416666666666668
AL,AL SAR,Sarandë,Sarande,SR,1-------,,39.88333333333333,20.0
AL,AL SHG,Shëngjin,Shengjin,LE,1-------,,41.8,19.566666666666666
AL,AL VOA,Vlorë,Vlore,VL,1-------,,40.46666666666667,19.483333333333334
AM,AM JER,Jermuk,Jermuk,VD,1----6--,,,
AO,AO AZZ,Ambriz,Ambriz,,1--4----,,,
AO,AO BAB,Baba,Baba,,1-------,,-14.833333333333334,12.233333333333333
AO,AO BDD,Barra do Dande,Barra do Dande,,1-------,,,
AO,AO BDT,Baía dos Tigres,Baia dos Tigres,,1-------,,-16.6,11.733333333333333
AO,AO BUG,Benguela,Benguela,,1--4----,,,
AO,AO CAB,Cabinda,Cabinda,,1--4----,,,
AO,AO CPO,Capulo,Capulo,,1-------,,-7.983333333333333,13.166666666666666
AO,AO CUI,Cuio,Cuio,,1-------,,-12.983333333333333,12.983333333333333
AO,AO DAL,Dalia,Dalia,,1-------,,-7.683333333333334,11.783333333333333
AO,AO DGR,Dombe Grande,Dombe Grande,,1-------,,,
AO,AO ETN,Essungo Terminal,Essungo Terminal,,1-------,,-6.333333333333333,12.166666666666666
AO,AO FBY,Farta Bay,Farta Bay,,1-------,,-12.616666666666667,13.2
AO,AO FLT,Futila Terminal,Futila Terminal,,1-------,,-5.45,12.183333333333334
AO,AO GIM,Gimboa,Gimboa,,1-------,,-7.533333333333333,12.166666666666666
AO,AO GIR,Girassol Terminal,Girassol Terminal,,1-------,,-7.633333333333333,11.683333333333334
AO,AO GPO,Greater Plutonio,Greater Plutonio,,1-------,,-7.833333333333333,12.116666666666667
AO,AO KTI,Kiame Terminal,Kiame Terminal,,1-------,,,
AO,AO KOT,Kuito Terminal,Kuito Terminal,,1-------,,-5.433333333333334,11.483333333333333
AO,AO LAA,Landana (Cacongo),Landana (Cacongo),,1-------,,,
AO,AO LIE,Lieura,Lieura,,1-------,,,
AO,AO LOB,Lobito,Lobito,,1---5---,,,
AO,AO LBT,Lombo Terminal,Lombo Terminal,,1-------,,-6.983333333333333,12.35
AO,AO LAD,Luanda,Luanda,,1--45---,,,
AO,AO LUC,Lucira,Lucira,,1-3-----,,,
AO,AO NTO,N'Zeto (Ambrizete),N'Zeto (Ambrizete),,1-------,,-7.266666666666667,12.85
AO,AO MSZ,Namibe,Namibe,,1--4----,,,
AO,AO NQI,Nóqui,Noqui,,123-----,,-5.85,13.433333333333334
AO,AO PAT,Palanca Terminal,Palanca Terminal,,1-------,,,
AO,AO PLE,Porto Alexandre (Tombua),Porto Alexandre (Tombua),,1-3-----,,,
AO,AO PBN,Porto Amboim,Porto Amboim,,1-------,,,
AO,AO PSA,Porto Saco (Portosalazar),Porto Saco (Portosalazar),,1-------,,-15.133333333333333,12.133333333333333
AO,AO RSN,River Sao Nicolau,River Sao Nicolau,,1-------,,-14.25,12.333333333333334
AO,AO STL,Sazaire Terminal,Sazaire Terminal,,1-------,,-6.083333333333333,12.383333333333333
AO,AO SZA,Soyo,Soyo,,1--4----,,,
AO,AO SOQ,Soyo-Quinfuquena Terminal,Soyo-Quinfuquena Terminal,,1-------,,,
AO,AO NDD,Sumbe,Sumbe,,1-34----,,,
AO,AO TAK,Takula Terminal,Takula Terminal,,1-------,,,
AQ,AQ ABA,Aboa,Aboa,,1-------,,-73.05,-13.416666666666666
AQ,AQ ARC,Arctowski,Arctowski,,1-------,,-62.15,-58.46666666666667
AQ,AQ ART,Artigas,Artigas,,1-------,,-62.18333333333333,-58.9
AQ,AQ APT,Arturo Prat,Arturo Prat,,1-------,,-62.5,-59.68333333333333
AQ,AQ BHN,Bellingshausen,Bellingshausen,,1-------,,-62.18333333333333,-58.95
AQ,AQ CAS,Casey Station,Casey Station,,1-------,,-66.28333333333333,110.51666666666667
AQ,AQ CFZ,Comandante Ferraz,Comandante Ferraz,,1-------,,-62.083333333333336,-58.38333333333333
AQ,AQ DAV,Davis Station,Davis Station,,1-------,,-68.56666666666666,77.96666666666667
AQ,AQ DDU,Dumont d'Urville Station,Dumont d'Urville Station,,1-------,,-66.65,140.0
AQ,AQ ESC,Escudero,Escudero,,1-------,,-62.2,-58.95
AQ,AQ ESP,Esperanza,Esperanza,,1-------,,-63.38333333333333,-56.983333333333334
AQ,AQ OHG,General Bernardo O'higgins,General Bernardo O'higgins,,1-------,,-63.31666666666667,-57.9
AQ,AQ GWL,Great Wall,Great Wall,,1-------,,-62.21666666666667,-58.96666666666667
AQ,AQ HLY,Halley,Halley,,1-------,,-75.56666666666666,-26.533333333333335
AQ,AQ JBS,Jang Bogo Station,Jang Bogo Station,,1-------,,-74.6,164.2
AQ,AQ JCP,Juan Carlos Primero,Juan Carlos Primero,,1-------,,-62.65,-60.38333333333333
AQ,AQ JUB,Jubany,Jubany,,1-------,,-62.233333333333334,-58.65
AQ,AQ KSG,King Sejong,King Sejong,,1-------,,-62.21666666666667,-58.78333333333333
AQ,AQ KHN,Kohnen,Kohnen,,1-------,,-75.0,0.06666666666666667
AQ,AQ LAW,Law Base,Law Base,,1-------,,-69.38333333333334,76.38333333333334
AQ,AQ MRB,Marambio,Marambio,,1-------,,-64.23333333333333,-56.65
AQ,AQ MZU,Mario Zucchelli,Mario Zucchelli,,1-------,,-74.68333333333334,164.11666666666667
AQ,AQ MAW,Mawson Station,Mawson Station,,1-------,,-67.6,62.86666666666667
AQ,AQ MCM,McMurdo,McMurdo,,1--4----,,-77.83333333333333,166.66666666666666
AQ,AQ MIR,Mirny,Mirny,,1-------,,-66.55,93.0
AQ,AQ ORC,Orcadas,Orcadas,,1-------,,-60.733333333333334,-44.733333333333334
AQ,AQ PLM,Palmer,Palmer,,1-------,,-64.76666666666667,-64.05
AQ,AQ PFS,Port Foster,Port Foster,,1-------,,-63.0,-60.56666666666667
AQ,AQ PRO,Progress,Progress,,1-------,,-69.4,76.38333333333334
AQ,AQ ROT,Rothera,Rothera,,1-------,,-67.56666666666666,-68.11666666666666
AQ,AQ SMT,San Martín,San Martin,,1-------,,-68.11666666666666,-67.1
AQ,AQ SGN,Signy,Signy,,1-------,,-60.71666666666667,-45.6
AQ,AQ SYW,Syowa,Syowa,,1-------,,-69.0,39.583333333333336
AQ,AQ VKY,Vernadsky,Vernadsky,,1-------,,-65.23333333333333,-64.25
AQ,AQ WSA,Wasa,Wasa,,1-------,,-73.05,-13.416666666666666
AQ,AQ ZGN,Zhongshan,Zhongshan,,1-------,,-69.36666666666666,76.38333333333334
AR,AR GEO,Agrelo,Agrelo,M,1-------,,-33.11666666666667,-68.88333333333334
AR,AR ACF,Arrecifes,Arrecifes,B,123-----,,-34.083333333333336,-60.11666666666667
AR,AR ASO,Arroyo Seco,Arroyo Seco,,1-------,,-33.13333333333333,-60.43333333333333
AR,AR BHI,Bahía Blanca,Bahia Blanca,B,1--4----,,-38.71666666666667,-62.28333333333333
AR,AR BQS,Barranqueras,Barranqueras,H,1-------,,,
AR,AR BVC,Bella Vista,Bella Vista,W,1----6--,,-28.5,-59.05
AR,AR BUE,Buenos Aires,Buenos Aires,C,12345---,,-34.583333333333336,-58.666666666666664
AR,AR CSA,Cabo San Antonio,Cabo San Antonio,,1-------,,-36.03333333333333,-56.56666666666667
AR,AR CLC,Caleta Córdoba,Caleta Cordoba,X,1-------,,-45.733333333333334,-67.06666666666666
AR,AR CVI,Caleta Olivia,Caleta Olivia,Z,1--4----,,,
AR,AR CMP,Campana,Campana,B,1-------,,-34.15,-58.95
AR,AR CDL,Candelaria,Candelaria,N,1-------,,-27.45,-55.75
AR,AR CHO,Chilecito,Chilecito,F,1----6--,,-29.166666666666668,-67.5
AR,AR CBS,Chimbas,Chimbas,J,1----6--,,-31.483333333333334,-68.53333333333333
AR,AR CHL,Choele Choel,Choele Choel,R,1----6--,,,
AR,AR CRY,Colonia Caroya,Colonia Caroya,X,1----6--,,,
AR,AR COL,Colón,Colon,E,1-------,,-32.21666666666667,-58.13333333333333
AR,AR CRD,Comodoro Rivadavia,Comodoro Rivadavia,U,1--4----,,,
AR,AR COU,Concepción del Uruguay,Concepcion del Uruguay,E,1-------,,-32.483333333333334,-58.233333333333334
AR,AR IQO,Coquimbito,Coquimbito,M,1-------,,-32.96666666666667,-68.75
AR,AR CNQ,Corrientes,Corrientes,W,1--4----,,,
AR,AR CUA,Cuatreros/Bahia Blanca,Cuatreros/Bahia Blanca,B,1-------,,,
AR,AR DGU,Del Guazu,Del Guazu,E,1-------,,-33.9,-58.86666666666667
AR,AR DME,Diamante,Diamante,R,1-------,,-32.06666666666667,-60.65
AR,AR DSU,Dock Sur,Dock Sur,B,1-3-----,,-34.65,-58.333333333333336
AR,AR FMA,Formosa,Formosa,P,1--4----,,,
AR,AR OYA,Goya,Goya,W,1--4----,,,
AR,AR GHU,Gualeguaychú,Gualeguaychu,E,1--4----,,-33.016666666666666,-58.516666666666666
AR,AR IBY,Ibicuy,Ibicuy,E,1-------,,-33.733333333333334,-59.166666666666664
AR,AR BUI,Ingeniero Buitrago,Ingeniero Buitrago,B,1-------,,-33.35,-60.13333333333333
AR,AR INW,Ingeniero White/Bahia Blanca,Ingeniero White/Bahia Blanca,B,1-3-----,,-38.78333333333333,-62.266666666666666
AR,AR JLS,Jose Leon Suarez,Jose Leon Suarez,B,1-------,,,
AR,AR LPM,La Paz,La Paz,M,1----6--,,-33.46666666666667,-67.55
AR,AR LPG,La Plata,La Plata,B,1--4----,,-34.85,-57.88333333333333
AR,AR LPS,Las Palmas,Las Palmas,B,123-----,,-34.016666666666666,-59.11666666666667
AR,AR LAV,Lavalle,Lavalle,K,1----6--,,-28.2,-65.13333333333334
AR,AR LCU,Lujan de Cuyo,Lujan de Cuyo,M,1----6--,,-33.05,-68.86666666666666
AR,AR LUJ,Luján,Lujan,B,123-----,,-34.56666666666667,-59.1
AR,AR LZG,Luzuriaga,Luzuriaga,M,1----6--,,-32.95,-68.81666666666666
AR,AR MDQ,Mar del Plata,Mar del Plata,B,1-345---,,-38.05,-57.53333333333333
AR,AR NOS,Molinos,Molinos,,1-------,,-25.416666666666668,-66.31666666666666
AR,AR NEC,Necochea,Necochea,B,1--4----,,,
AR,AR OVI,Olavarría,Olavarria,B,123-----,,-36.88333333333333,-60.333333333333336
AR,AR PP9,Pablo Podestá,Pablo Podesta,B,1-3-----,,-34.6,-58.516666666666666
AR,AR PRA,Paraná,Parana,E,1--4----,,-31.733333333333334,-60.53333333333333
AR,AR PCY,Pilcomayo,Pilcomayo,P,1-------,,,
AR,AR PSS,Posadas,Posadas,N,1--4----,,,
AR,AR PAL,Puerto Alumbrera,Puerto Alumbrera,S,1-------,,-32.65,-60.75
AR,AR PBG,Puerto Belgrano/Bahia Blanca,Puerto Belgrano/Bahia Blanca,B,1-------,,,
AR,AR PUB,Puerto Borghi,Puerto Borghi,,1-------,,,
AR,AR PUD,Puerto Deseado,Puerto Deseado,Z,1--4----,,-47.75,-65.9
AR,AR PEL,Puerto Eldorado,Puerto Eldorado,N,1-------,,-26.35,-54.68333333333333
AR,AR PGV,Puerto Galvan/Bahia Blanca,Puerto Galvan/Bahia Blanca,B,1-------,,,
AR,AR ROC,Puerto Ingeniero M. Rocca,Puerto Ingeniero M. Rocca,B,1-------,,-34.85,-57.93333333333333
AR,AR PLA,Puerto Lavalle,Puerto Lavalle,W,1-------,,-29.016666666666666,-59.18333333333333
AR,AR PMY,Puerto Madryn,Puerto Madryn,U,1--4----,,-42.75,-65.03333333333333
AR,AR PNL,Puerto Nacional/Bahia Blanca,Puerto Nacional/Bahia Blanca,B,1-------,,,
AR,AR PRS,Puerto Rosales/Bahia Blanca,Puerto Rosales/Bahia Blanca,B,1-------,,-38.93333333333333,-62.06666666666667
AR,AR PWA,Puerto Wanda,Puerto Wanda,N,1-------,,-25.966666666666665,-54.6
AR,AR PCO,Punta Colorada,Punta Colorada,R,1-3-----,,-41.7,-65.0
AR,AR PLO,Punta Loyola,Punta Loyola,,1-------,,,
AR,AR PME,Punta Medanos,Punta Medanos,B,1-------,,-36.833333333333336,-56.666666666666664
AR,AR PQU,Punta Quilla,Punta Quilla,,1-------,,,
AR,AR QBR,Quebracho/San Lorenzo,Quebracho/San Lorenzo,S,1-3-----,,-32.65,-60.71666666666667
AR,AR QQN,Quequén,Quequen,B,1-------,,-38.53333333333333,-58.7
AR,AR RAM,Ramallo,Ramallo,B,1-------,,,
AR,AR RWO,Rawson,Rawson,U,123-----,,-43.3,-65.1
AR,AR RSF,Resinfor,Resinfor,S,1-------,,-32.65,-60.733333333333334
AR,AR RIC,Rio Cullen,Rio Cullen,,1-------,,-52.8,-68.18333333333334
AR,AR RIV,Rivadavia,Rivadavia,M,1----6--,,-33.18333333333333,-68.46666666666667
AR,AR ROS,Rosario,Rosario,S,12345---,,-32.95,-60.65
AR,AR RFO,Rosario de la Frontera,Rosario de la Frontera,A,123-----,,-25.8,-64.96666666666667
AR,AR RGL,Río Gallegos,Rio Gallegos,Z,1--4----,,-51.63333333333333,-69.21666666666667
AR,AR RGA,Río Grande,Rio Grande,V,1--4----,,-53.78333333333333,-67.7
AR,AR SAL,Salto,Salto,B,1----6--,,,
AR,AR SAE,San Antonio Este,San Antonio Este,R,1-------,,-40.8,-64.73333333333333
AR,AR SCA,San Carlos,San Carlos,M,1----6--,,-33.766666666666666,-69.03333333333333
AR,AR SFE,San Fernando,San Fernando,B,1-------,,,
AR,AR SIG,San Ignacio,San Ignacio,N,1-------,,-27.266666666666666,-55.56666666666667
AR,AR ULA,San Julian,San Julian,Z,1--4----,,-49.3,-67.71666666666667
AR,AR SLO,San Lorenzo,San Lorenzo,L,1-------,,,
AR,AR SMA,San Martin,San Martin,S,1-------,,-32.71666666666667,-60.733333333333334
AR,AR SMR,San Martin,San Martin,M,1----6--,,-33.06666666666667,-68.46666666666667
AR,AR SNS,San Nicolás de los Arroyos,San Nicolas de los Arroyos,B,1234----,,-33.333333333333336,-60.233333333333334
AR,AR SPD,San Pedro,San Pedro,E,1-3-----,,-33.68333333333333,-59.166666666666664
AR,AR XPD,San Pedro,San Pedro,Y,1--4----,,,
AR,AR SSJ,San Salvador de Jujuy,San Salvador de Jujuy,Y,123-5---,,-24.183333333333334,-65.3
AR,AR SSN,San Sebastián,San Sebastian,V,1-------,,-53.3,-68.46666666666667
AR,AR SAN,Santa Ana,Santa Ana,N,1-------,,-27.333333333333332,-55.583333333333336
AR,AR RZA,Santa Cruz,Santa Cruz,Z,1--4----,,-50.016666666666666,-68.41666666666667
AR,AR SFN,Santa Fe,Santa Fe,S,1234----,,-31.6,-60.68333333333333
AR,AR STA,Santa Rosa,Santa Rosa,M,1----6--,,-33.25,-68.15
AR,AR TIM,Timbúes,Timbues,S,123-----,,-32.63333333333333,-60.78333333333333
AR,AR OYO,Tres Arroyos,Tres Arroyos,B,1-34----,,-38.38333333333333,-60.28333333333333
AR,AR TUC,Tucumán,Tucuman,T,1--4----,,-26.816666666666666,-65.21666666666667
AR,AR TUN,Tunuyan,Tunuyan,M,1----6--,,-33.56666666666667,-69.01666666666667
AR,AR URD,Urdurrain,Urdurrain,,1-3-----,,-32.68333333333333,-58.88333333333333
AR,AR USH,Ushuaia,Ushuaia,V,1--4----,,-54.8,-68.3
AR,AR VLO,Vicente López,Vicente Lopez,B,123-----,,-34.516666666666666,-58.483333333333334
AR,AR VCN,Villa Constitución,Villa Constitucion,S,123-----,,-33.233333333333334,-60.333333333333336
AR,AR VHE,Villa Hernandarias,Villa Hernandarias,E,1-------,,-31.233333333333334,-59.983333333333334
AR,AR VMD,Villa Mercedes,Villa Mercedes,J,1----6--,,,
AR,AR VTT,Villa del Totoral,Villa del Totoral,X,1----6--,,,
AR,AR ZAE,Zárate,Zarate,B,1-------,,-34.1,-59.03333333333333
AS,AS PPG,Pago Pago,Pago Pago,,1--45---,,14.266666666666667,-170.7
AT,AT FG7,Achau,Achau,,1----6--,,48.666666666666664,-162.5
AT,AT AWH,Altenwörth,Altenworth,3,1-3-----,,48.38333333333333,15.85
AT,AT ATN,Asten,Asten,4,123-----,,48.21666666666667,14.4
AT,AT SXA,Bernhardsthal,Bernhardsthal,3,1-3-----,,48.68333333333333,16.866666666666667
AT,AT BFS,Bischofshofen,Bischofshofen,5,123-----,,47.416666666666664,13.216666666666667
AT,AT BRZ,Bregenz,Bregenz,8,123-----,XGZ,47.5,9.766666666666667
AT,AT BOE,Böhlerwenk,Bohlerwenk,3,123-----,,47.983333333333334,14.75
AT,AT DWA,Deutsch Wagram,Deutsch Wagram,,123-----,,48.3,16.566666666666666
AT,AT DKZ,Deutschkreutz,Deutschkreutz,1,1----6--,,47.6,16.633333333333333
AT,AT ERR,Dobermannsdorf,Dobermannsdorf,,1-------,,48.6,16.816666666666666
AT,AT NNN,Donnerskirchen,Donnerskirchen,1,1-------,,47.9,16.633333333333333
AT,AT DRA,Drasenhofen,Drasenhofen,3,1----6--,,48.75,-16.65
AT,AT DRO,Dross,Dross,3,1-3-----,,48.45,15.566666666666666
AT,AT DUE,Dürnstein,Durnstein,,123-----,,48.38333333333333,15.516666666666667
AT,AT EBR,Ebreichsdorf,Ebreichsdorf,3,1-3-----,,47.95,16.4
AT,AT EWD,Eibiswald,Eibiswald,6,1----6--,,46.68333333333333,15.833333333333334
AT,AT BRI,Engabrunn,Engabrunn,,1-------,,48.45,15.75
AT,AT ERO,Engelmannsbrunn,Engelmannsbrunn,3,1-3-----,,48.45,15.883333333333333
AT,AT DFC,Engerwitzdorf,Engerwitzdorf,4,1-3-----,,48.35,14.45
AT,AT ERL,Erl,Erl,,1-3--6--,,47.666666666666664,12.166666666666666
AT,AT EPD,Erpersdorf,Erpersdorf,,1-3-----,,48.333333333333336,15.9
AT,AT FSU,Faistenau,Faistenau,,1-3-----,,47.766666666666666,13.216666666666667
AT,AT LKN,Falkenstein,Falkenstein,3,1-------,,48.71666666666667,13.583333333333334
AT,AT FHR,Fehring,Fehring,,1-3--6--,,46.93333333333333,16.0
AT,AT FNA,Freudenau,Freudenau,9,1-3-----,,48.18333333333333,16.433333333333334
AT,AT FPS,Fulpmes,Fulpmes,,1-3-----,,47.15,11.35
AT,AT RTV,Gallbrunn,Gallbrunn,,1----6--,,,
AT,AT GA6,Gamlitz,Gamlitz,6,1----6--,,46.71666666666667,15.55
AT,AT GDN,Gmunden,Gmunden,,123-----,,47.916666666666664,13.8
AT,AT GFS,Greifenstein,Greifenstein,3,123-----,,48.333333333333336,16.233333333333334
AT,AT GRN,Grein,Grein,,123-----,,48.21666666666667,14.833333333333334
AT,AT SWH,Gross-Schweinbarth,Gross-Schweinbarth,3,1-3-----,,48.4,16.616666666666667
AT,AT GSN,Gutenstein,Gutenstein,,1-3-----,,47.86666666666667,15.883333333333333
AT,AT DOF,Hadersdorf,Hadersdorf,3,1-------,,48.45,15.716666666666667
AT,AT HKM,Hadersdorf-Kammern,Hadersdorf-Kammern,3,1-3-----,,48.45,15.716666666666667
AT,AT LTX,Hainfeld,Hainfeld,3,1-3-----,,48.03333333333333,15.766666666666667
AT,AT GHH,Haugsdorf,Haugsdorf,3,1-------,,48.7,16.066666666666666
AT,AT ITN,Hausleiten,Hausleiten,3,1-------,,48.38333333333333,16.1
AT,AT TEN,Hausmannstatten,Hausmannstatten,6,1-------,,46.983333333333334,15.5
AT,AT BNN,Hobersbrunn,Hobersbrunn,3,1-------,,48.5,16.566666666666666
AT,AT EIN,Hoflein,Hoflein,3,1-------,,48.06666666666667,16.783333333333335
AT,AT ZIN,Inzersdorf an der Traisen,Inzersdorf an der Traisen,3,1-------,,48.31666666666667,15.666666666666666
AT,AT JPS,Japons,Japons,3,1----6--,,48.78333333333333,15.566666666666666
AT,AT ZLF,Jetzelsdorf,Jetzelsdorf,3,1-------,,48.7,16.05
AT,AT JDD,Judendorf,Judendorf,6,1----6--,,47.11666666666667,15.35
AT,AT KAM,Kammern im Liesingtal,Kammern im Liesingtal,8,123-----,,47.4,14.9
AT,AT KTT,Kematen in Tirol,Kematen in Tirol,,123--6--,,47.25,11.266666666666667
AT,AT ZRF,Ketzelsdorf,Ketzelsdorf,3,1-------,,48.65,16.65
AT,AT KFD,Knittelfeld,Knittelfeld,,123-----,,47.2,14.816666666666666
AT,AT KMB,Krummnussbaum,Krummnussbaum,,123--6--,,48.21666666666667,15.166666666666666
AT,AT GHJ,Krustetten,Krustetten,3,1----6--,,48.36666666666667,-154.0
AT,AT LZD,Langenzersdorf,Langenzersdorf,3,123-----,,48.3,16.35
AT,AT LUA,Lembach,Lembach,4,1-3-----,,48.483333333333334,13.883333333333333
AT,AT LTS,Leutschach,Leutschach,6,1----6--,,46.666666666666664,15.466666666666667
AT,AT IEG,Limberg,Limberg,3,1-------,,48.583333333333336,15.866666666666667
AT,AT MAN,Manning,Manning,4,1-3-----,,48.083333333333336,13.666666666666666
AT,AT MAB,Marbach an der Donau,Marbach an der Donau,3,123-----,,48.21666666666667,15.15
AT,AT MKA,Markt Allhau,Markt Allhau,1,1----6--,,47.233333333333334,16.083333333333332
AT,AT MKC,Mitterkirchen,Mitterkirchen,4,1-3-----,,48.18333333333333,14.7
AT,AT MBS,Morbisch am See,Morbisch am See,1,1----6--,,47.75,16.666666666666668
AT,AT NT9,Muthmannsdorf,Muthmannsdorf,3,1-3-----,,47.833333333333336,16.1
AT,AT NGG,Neudegg,Neudegg,3,1----6--,,48.483333333333334,15.883333333333333
AT,AT NFN,Neufelden,Neufelden,,123-----,,48.483333333333334,13.983333333333333
AT,AT NAD,Neuhofen an der Ybbs,Neuhofen an der Ybbs,3,1-3-----,,48.05,14.85
AT,AT ND2,Nickelsdorf,Nickelsdorf,1,1----6--,,47.93333333333333,17.066666666666666
AT,AT NUZ,Nüziders,Nuziders,,123-----,,47.18333333333333,9.8
AT,AT OBU,Oberneukirchen,Oberneukirchen,4,1-------,,,
AT,AT XAE,Oehling,Oehling,3,1-3-----,,48.1,14.8
AT,AT GGU,Oggau,Oggau,1,1-------,,47.833333333333336,16.666666666666668
AT,AT OSH,Ottensheim,Ottensheim,4,123-----,,48.333333333333336,14.183333333333334
AT,AT ATK,Paternion,Paternion,2,1-3-----,,46.7,13.633333333333333
AT,AT PBU,Persenbeug,Persenbeug,3,123-----,,48.18333333333333,15.066666666666666
AT,AT PET,Petzenkirchen,Petzenkirchen,3,1----6--,,48.13333333333333,15.15
AT,AT PAS,Podersdorf am See,Podersdorf am See,1,1-3-----,,47.85,16.833333333333332
