chain_id,model,method,num_emails,sentiment_neg,sentiment_neu,sentiment_pos
0,Mistral,Bare Llama3B,3,0.0,0.07984614372253418,0.9201538562774658
1,Mistral,Bare Llama3B,5,0.0060525625944137795,0.20605256259441374,0.7878948748111725
2,Mistral,Bare Llama3B,2,0.09655308127403261,0.29655308127403257,0.6068938374519348
3,Mistral,Bare Llama3B,4,0.0,0.06972357630729675,0.9302764236927032
4,Mistral,Bare Llama3B,6,0.0,0.047484636306762695,0.9525153636932373
5,Mistral,Bare Llama3B,5,0.15070808827877047,0.7,0.14929191172122955
6,Mistral,Bare Llama3B,5,0.0,0.02805119752883911,0.9719488024711609
7,Mistral,Bare Llama3B,4,0.1428269684314728,0.7,0.15717303156852722
8,Mistral,Bare Llama3B,4,0.0,0.13708484172821045,0.8629151582717896
9,Mistral,Bare Llama3B,3,0.13614995181560519,0.7,0.16385004818439483
10,Mistral,Bare Llama3B,5,0.15134117342531683,0.7,0.14865882657468318
11,Mistral,Bare Llama3B,2,0.15067934393882754,0.7,0.14932065606117248
12,Mistral,Bare Llama3B,2,0.9892302481457591,0.010769751854240894,0.0
13,Mistral,Bare Llama3B,8,0.008367636799812339,0.2083676367998123,0.7832647264003754
14,Mistral,Bare Llama3B,7,0.0,0.03178486227989197,0.968215137720108
15,Mistral,Bare Llama3B,3,0.019406297802925132,0.2194062978029251,0.7611874043941498
16,Mistral,Bare Llama3B,5,0.15118526816368105,0.7,0.14881473183631896
17,Mistral,Bare Llama3B,4,0.02676706910133364,0.2267670691013336,0.7464658617973328
18,Mistral,Bare Llama3B,2,0.0,0.06005263328552246,0.9399473667144775
19,Mistral,Bare Llama3B,4,0.05145555138587954,0.2514555513858795,0.697088897228241
20,Mistral,Bare Llama3B,5,0.09758851826190951,0.29758851826190946,0.604822963476181
21,Mistral,Bare Llama3B,6,0.1372429817914963,0.7,0.16275701820850372
22,Mistral,Bare Llama3B,3,0.0,0.19973471760749817,0.8002652823925018
23,Mistral,Bare Llama3B,3,0.12974215447902682,0.7,0.1702578455209732
