chain_id,model,method,num_emails,sentiment_neg,sentiment_neu,sentiment_pos
0,Deepseek,Fewshot,6,0.08291851878166201,0.28291851878166197,0.634162962436676
1,Deepseek,Fewshot,6,0.10148962736129763,0.40148962736129756,0.4970207452774048
2,Deepseek,Fewshot,6,0.14834854900836947,0.7,0.15165145099163055
3,Deepseek,Fewshot,7,0.13402017354965212,0.7,0.1659798264503479
4,Deepseek,Fewshot,6,0.040543058514595054,0.240543058514595,0.7189138829708099
5,Deepseek,Fewshot,6,0.04256674051284792,0.24256674051284788,0.7148665189743042
6,Deepseek,Fewshot,6,0.0,0.10300847887992859,0.8969915211200714
7,Deepseek,Fewshot,7,0.14244375526905062,0.7,0.1575562447309494
8,Deepseek,Fewshot,6,0.0,0.05825704336166382,0.9417429566383362
9,Deepseek,Fewshot,7,0.0,0.11463353037834167,0.8853664696216583
10,Deepseek,Fewshot,6,0.0,0.1618259847164154,0.8381740152835846
11,Deepseek,Fewshot,7,0.10234011113643648,0.4023401111364364,0.4953197777271271
12,Deepseek,Fewshot,6,0.10592950284481051,0.40592950284481044,0.48814099431037905
13,Deepseek,Fewshot,7,0.1267812788486481,0.7,0.17321872115135192
14,Deepseek,Fewshot,7,0.07277199029922488,0.27277199029922483,0.6544560194015503
15,Deepseek,Fewshot,6,0.14548943340778353,0.7,0.1545105665922165
16,Deepseek,Fewshot,7,0.04196051657199862,0.24196051657199857,0.7160789668560028
17,Deepseek,Fewshot,6,0.10257852971553805,0.402578529715538,0.494842940568924
18,Deepseek,Fewshot,6,0.10225839316844942,0.40225839316844936,0.4954832136631012
19,Deepseek,Fewshot,7,0.0,0.15160468220710754,0.8483953177928925
20,Deepseek,Fewshot,6,0.01891211569309237,0.21891211569309232,0.7621757686138153
21,Deepseek,Fewshot,6,0.0,0.035265982151031494,0.9647340178489685
22,Deepseek,Fewshot,6,0.10722968876361849,0.4072296887636184,0.4855406224727631
23,Deepseek,Fewshot,6,0.14883320927619936,0.7,0.15116679072380065
24,Deepseek,Fewshot,5,0.0003074049949646218,0.20030740499496458,0.7993851900100708
25,Deepseek,Fewshot,6,0.06534681618213656,0.2653468161821365,0.6693063676357269
26,Deepseek,Fewshot,7,0.1351389676332474,0.7,0.16486103236675262
27,Deepseek,Fewshot,6,0.0,0.1692659556865692,0.8307340443134308
28,Deepseek,Fewshot,10,0.1420220971107483,0.7,0.1579779028892517
29,Deepseek,Fewshot,7,0.14352142214775088,0.7,0.15647857785224914
30,Deepseek,Fewshot,6,0.0,0.06876912713050842,0.9312308728694916
31,Deepseek,Fewshot,6,0.14652431905269625,0.7,0.15347568094730377
32,Deepseek,Fewshot,6,0.0,0.03368794918060303,0.966312050819397
33,Deepseek,Fewshot,9,0.0,0.13548457622528076,0.8645154237747192
34,Deepseek,Fewshot,7,0.0,0.11544418334960938,0.8845558166503906
35,Deepseek,Fewshot,6,0.04316135644912722,0.24316135644912718,0.7136772871017456
36,Deepseek,Fewshot,6,0.0,0.1766742467880249,0.8233257532119751
37,Deepseek,Fewshot,7,0.1403473258018494,0.7,0.15965267419815063
38,Deepseek,Fewshot,6,0.1336632460355759,0.7,0.16633675396442413
39,Deepseek,Fewshot,6,0.011187368631362937,0.2111873686313629,0.7776252627372742
40,Deepseek,Fewshot,7,0.0,0.17078667879104614,0.8292133212089539
41,Deepseek,Fewshot,6,0.0,0.16348996758460999,0.83651003241539
42,Deepseek,Fewshot,7,0.10667606592178347,0.4066760659217834,0.4866478681564331
43,Deepseek,Fewshot,6,0.0028619855642318948,0.20286198556423185,0.7942760288715363
